grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int
1115,16.641,35.83,12.47,8546.59,174.875,10960.0,118.14,(25735),[-7142],Other/Random,28.83,"25,7,35","-7,14,2"
1116,322.737,30.035,58.13,8795.72,121.357,378.0,21.94,(-4-3-9),[414-7],Other/Random,36.05,"-4,-3,-9","4,14,-7"
1117,212.951,44.78,141.62,8935.35,129.0,1521.0,44.01,(151018),[2-189],Other/Random,27.33,"15,10,18","2,-18,9"
1118,18.671,7.339,328.83,9121.51,168.293,10240.0,114.2,(001),[100],Cube {001}<100>,14.49,"0,0,1","1,0,0"
1119,145.12,38.16,221.68,10116.74,124.2,405.0,22.71,(-45-32-72),[0-94],Other/Random,28.24,"-45,-32,-72","0,-9,4"
1120,14.677,33.058,315.96,13032.16,159.422,4860.0,78.66,(15424),[49-4],Other/Random,35.77,"15,4,24","4,9,-4"
1121,32.958,52.227,317.64,14354.28,137.476,927.0,34.36,(-8-6-9),[45-728],Other/Random,32.47,"-8,-6,-9","45,-72,8"
1122,4.088,33.886,326.5,1271.01,129.874,927.0,34.36,(203),[3272-27],Other/Random,32.36,"2,0,3","32,72,-27"
1123,201.538,34.029,135.92,1369.77,161.13,8847.0,106.13,(528),[-3-94],Other/Random,32.31,"5,2,8","-3,-9,4"
1124,207.76,46.776,143.37,1630.85,159.579,3312.0,64.94,(16918),[0-21],Other/Random,26.2,"16,9,18","0,-2,1"
1125,200.868,50.938,131.57,1909.12,144.583,4167.0,72.84,(-7-3-8),[-341],Other/Random,38.02,"-7,-3,-8","-3,4,1"
1126,322.845,51.602,48.2,3141.17,160.902,3024.0,62.05,(434),[5-70],Other/Random,36.25,"4,3,4","5,-7,0"
1127,165.166,22.495,159.87,4056.87,147.787,3978.0,71.17,(-18-5-45),[4-6-1],Other/Random,24.61,"-18,-5,-45","4,-6,-1"
1128,195.621,9.575,122.87,4610.43,168.384,9432.0,109.59,(001),[110],Rotated Cube {001}<110>,10.19,"0,0,1","1,1,0"
1129,167.219,14.572,173.44,5324.35,147.501,3825.0,69.79,(-9-4-36),[1-30],Other/Random,24.17,"-9,-4,-36","1,-3,0"
1130,60.032,16.029,280.1,5359.0,125.563,864.0,33.17,(-7-4-28),[-21-76],Other/Random,25.48,"-7,-4,-28","-21,-7,6"
1131,339.124,14.219,45.6,5984.74,139.551,1323.0,41.04,(-9-4-36),[2045-9],Other/Random,24.72,"-9,-4,-36","20,45,-9"
1132,210.472,48.748,128.05,6290.09,143.958,1278.0,40.34,(747),[-2-129],Other/Random,37.97,"7,4,7","-2,-12,9"
1133,114.345,44.798,246.51,8121.32,147.208,2205.0,52.99,(401845),[56-7-48],Other/Random,18.17,"40,18,45","56,-7,-48"
1134,324.577,4.735,61.26,9106.0,116.0,27.0,5.86,(-10-9),[918-2],Other/Random,19.73,"-1,0,-9","9,18,-2"
1135,184.764,11.557,194.34,11732.85,141.596,2538.0,56.85,(105),[1-30],Other/Random,22.3,"1,0,5","1,-3,0"
1136,142.032,38.359,234.56,12684.47,131.564,990.0,35.5,(-5-4-8),[-5-3018],Other/Random,34.77,"-5,-4,-8","-5,-30,18"
1137,34.229,43.235,313.02,14447.15,155.075,7650.0,98.69,(759),[763-36],Other/Random,32.26,"7,5,9","7,63,-36"
1138,352.51,43.796,36.84,17095.72,118.714,63.0,8.96,(-8-1-8),[38-4],Other/Random,31.93,"-8,-1,-8","3,8,-4"
1139,316.941,10.579,72.36,285.73,149.098,3501.0,66.77,(-8-7-56),[2545-9],Other/Random,18.91,"-8,-7,-56","25,45,-9"
1140,146.268,32.061,201.39,1201.44,177.305,10720.0,116.82,(-3-2-6),[10-357],Other/Random,24.89,"-3,-2,-6","10,-35,7"
1141,201.077,37.114,153.43,1669.29,142.082,1422.0,42.55,(527),[0-72],Other/Random,19.02,"5,2,7","0,-7,2"
1142,333.32,51.919,42.66,1680.4,119.8,135.0,13.11,(748),[5-80],Other/Random,32.37,"7,4,8","5,-8,0"
1143,145.27,56.868,225.33,1698.17,133.075,477.0,24.64,(282535),[-2736-4],Other/Random,36.94,"28,25,35","-27,36,-4"
1144,33.1,44.07,325.54,1837.03,145.147,2259.0,53.63,(362545),[-756-24],Other/Random,25.33,"36,25,45","-7,56,-24"
1145,356.688,7.89,14.49,3373.06,133.771,945.0,34.69,(001),[100],Cube {001}<100>,13.67,"0,0,1","1,0,0"
1146,36.925,41.044,300.46,3581.21,120.789,171.0,14.76,(10714),[27-5],Other/Random,36.93,"10,7,14","2,7,-5"
1147,160.027,27.502,225.44,3696.04,161.972,5697.0,85.17,(-3-1-6),[-16-4015],Other/Random,33.62,"-3,-1,-6","-16,-40,15"
1148,305.389,18.865,66.16,4332.9,134.658,1026.0,36.14,(10735),[-6-12],Other/Random,22.09,"10,7,35","-6,-1,2"
1149,170.046,44.227,182.93,5581.24,151.83,2376.0,55.0,(110),[001],Goss {110}<001>,8.17,"1,1,0","0,0,1"
1150,25.708,43.431,313.97,5887.0,133.222,486.0,24.88,(301435),[735-20],Other/Random,32.69,"30,14,35","7,35,-20"
1151,155.456,43.599,218.38,6262.81,141.359,1431.0,42.68,(-35-16-40),[-2-189],Other/Random,26.79,"-35,-16,-40","-2,-18,9"
1152,208.507,10.569,124.37,7542.41,134.235,459.0,24.17,(3218),[-3-61],Other/Random,20.75,"3,2,18","-3,-6,1"
1153,166.947,37.474,220.34,9931.24,147.876,3699.0,68.63,(-9-2-12),[-27-7232],Other/Random,32.5,"-9,-2,-12","-27,-72,32"
1154,172.603,7.348,159.93,11125.68,135.0,774.0,31.39,(-10-8),[1-20],Other/Random,19.0,"-1,0,-8","1,-2,0"
1155,209.406,27.005,180.73,11170.27,143.912,1836.0,48.35,(16936),[4-70],Other/Random,30.76,"16,9,36","4,-7,0"
1156,169.989,46.706,214.65,11300.75,164.325,5715.0,85.3,(616),[-286318],Other/Random,28.62,"6,1,6","-28,63,18"
1157,161.17,30.705,229.94,11609.52,163.666,7083.0,94.97,(-25-9-45),[-1-21],Other/Random,33.63,"-25,-9,-45","-1,-2,1"
1158,171.82,43.175,217.83,11884.51,144.663,5211.0,81.45,(-64-9-72),[-4-105],Other/Random,32.49,"-64,-9,-72","-4,-10,5"
1159,241.322,46.482,134.23,15523.28,155.177,3249.0,64.32,(-16-9-18),[6-3-4],Other/Random,31.45,"-16,-9,-18","6,-3,-4"
1160,170.984,21.633,175.1,16764.7,131.625,504.0,25.33,(-18-5-45),[1-40],Other/Random,25.68,"-18,-5,-45","1,-4,0"
1161,219.519,49.845,150.86,531.06,164.867,3645.0,68.12,(322736),[21-5624],Other/Random,29.26,"32,27,36","21,-56,24"
1162,196.815,41.544,134.28,1145.05,124.895,171.0,14.76,(24728),[-21-5632],Other/Random,35.46,"24,7,28","-21,-56,32"
1163,193.429,34.602,184.68,2316.62,146.071,1512.0,43.88,(416),[1-30],Other/Random,20.16,"4,1,6","1,-3,0"
1164,164.649,32.085,214.34,2385.59,146.333,1377.0,41.87,(-18-5-30),[-3-124],Other/Random,27.32,"-18,-5,-30","-3,-12,4"
1165,319.876,56.033,44.57,2844.49,132.164,657.0,28.92,(212024),[25-357],Other/Random,37.17,"21,20,24","25,-35,7"
1166,184.147,14.23,133.67,3068.89,148.08,4752.0,77.78,(001),[110],Rotated Cube {001}<110>,14.5,"0,0,1","1,1,0"
1167,359.99,28.187,14.56,3501.67,146.446,3996.0,71.33,(-50-9),[1672-9],Other/Random,22.2,"-5,0,-9","16,72,-9"
1168,328.155,40.877,43.09,4260.0,123.0,27.0,5.86,(-27-16-36),[218-9],Other/Random,29.24,"-27,-16,-36","2,18,-9"
1169,169.894,34.924,212.0,4682.4,143.643,1287.0,40.48,(-16-3-24),[-6-217],Other/Random,26.97,"-16,-3,-24","-6,-21,7"
1170,166.448,17.031,175.25,5387.91,144.095,1134.0,38.0,(-18-7-63),[1-30],Other/Random,24.95,"-18,-7,-63","1,-3,0"
1171,23.497,46.611,319.35,5644.6,140.735,1629.0,45.54,(737),[972-40],Other/Random,29.38,"7,3,7","9,72,-40"
1172,326.668,5.498,16.14,5661.0,121.5,18.0,4.79,(-10-9),[-130],Other/Random,18.04,"-1,0,-9","-1,3,0"
1173,132.301,35.797,243.31,5754.79,160.826,5634.0,84.7,(10918),[408-25],Other/Random,29.09,"10,9,18","40,8,-25"
1174,14.538,47.778,315.54,5904.95,128.211,342.0,20.87,(-32-9-36),[15-24-8],Other/Random,36.03,"-32,-9,-36","15,-24,-8"
1175,182.771,21.832,168.28,6118.68,137.225,1323.0,41.04,(205),[-9-637],Other/Random,23.57,"2,0,5","-9,-63,7"
1176,129.543,8.195,199.44,7111.81,138.239,1242.0,39.77,(119),[5-30],Other/Random,16.2,"1,1,9","5,-3,0"
1177,211.119,43.739,135.65,7435.1,153.789,6021.0,87.56,(536),[-1-95],Other/Random,30.66,"5,3,6","-1,-9,5"
1178,277.956,19.75,71.13,8998.97,136.966,522.0,25.78,(308),[-923],Other/Random,22.54,"3,0,8","-9,2,3"
1179,203.313,16.312,142.28,9548.7,143.371,2061.0,51.23,(18763),[-4-183],Other/Random,21.73,"18,7,63","-4,-18,3"
1180,109.938,6.962,273.4,10408.5,121.5,36.0,6.77,(109),[5624-7],Other/Random,22.74,"1,0,9","56,24,-7"
1181,345.151,46.524,39.73,14275.52,148.165,3384.0,65.64,(414),[20-36-9],Other/Random,31.2,"4,1,4","20,-36,-9"
1182,42.849,36.731,301.8,14559.44,133.267,810.0,32.11,(10918),[530-18],Other/Random,31.68,"10,9,18","5,30,-18"
1183,337.002,31.078,49.14,15660.52,151.599,2736.0,59.02,(-5-2-9),[1845-20],Other/Random,36.23,"-5,-2,-9","18,45,-20"
1184,313.14,17.381,78.42,17116.43,153.784,3825.0,69.79,(229),[-40-2415],Other/Random,21.94,"2,2,9","-40,-24,15"
1185,12.297,38.634,324.92,871.72,179.225,6408.0,90.33,(14318),[1035-14],Other/Random,27.85,"14,3,18","10,35,-14"
1186,199.973,45.487,132.75,1130.44,165.658,2052.0,51.11,(313),[-8-2415],Other/Random,35.94,"3,1,3","-8,-24,15"
1187,219.11,50.832,132.72,1296.78,136.448,522.0,25.78,(979),[7-6345],Other/Random,35.62,"9,7,9","7,-63,45"
1188,179.123,13.675,181.52,1307.83,126.5,162.0,14.36,(001),[100],Cube {001}<100>,13.69,"0,0,1","1,0,0"
1189,329.985,20.315,51.47,3575.58,146.854,1476.0,43.35,(-5-3-15),[2156-16],Other/Random,29.46,"-5,-3,-15","21,56,-16"
1190,333.583,7.525,43.53,3590.14,126.857,63.0,8.96,(-9-8-72),[1863-7],Other/Random,18.68,"-9,-8,-72","18,63,-7"
1191,0.94,10.581,16.32,3621.12,149.567,2745.0,59.12,(105),[-270],Other/Random,20.22,"1,0,5","-2,7,0"
1192,176.173,26.312,162.06,4132.52,142.052,1746.0,47.15,(-10-2),[21-56-8],Other/Random,28.19,"-1,0,-2","21,-56,-8"
1193,188.226,43.574,148.07,5601.0,124.5,18.0,4.79,(56963),[-10-3514],Other/Random,26.69,"56,9,63","-10,-35,14"
1194,356.102,28.61,42.72,5609.95,141.763,531.0,26.0,(-50-9),[57-3],Other/Random,29.26,"-5,0,-9","5,7,-3"
1195,141.769,27.492,244.04,6438.78,155.592,2448.0,55.83,(-6-5-15),[-6-147],Other/Random,33.42,"-6,-5,-15","-6,-14,7"
1196,203.462,33.124,134.29,7071.88,153.657,2547.0,56.95,(12520),[-18-6328],Other/Random,33.04,"12,5,20","-18,-63,28"
1197,279.45,9.546,112.57,7261.44,165.179,5742.0,85.5,(106),[-40-258],Other/Random,16.1,"1,0,6","-40,-25,8"
1198,4.869,37.83,33.86,8696.31,146.38,1089.0,37.24,(719),[-355624],Other/Random,38.3,"7,1,9","-35,56,24"
1199,344.631,46.917,32.55,9501.06,139.34,927.0,34.36,(727),[3-7-1],Other/Random,24.5,"7,2,7","3,-7,-1"
1200,319.438,39.921,39.34,11687.62,135.064,423.0,23.21,(-45-40-72),[-963-28],Other/Random,28.85,"-45,-40,-72","-9,63,-28"
1201,28.571,49.948,320.07,12375.38,147.79,3420.0,65.99,(-9-5-9),[4-70],Other/Random,29.55,"-9,-5,-9","4,-7,0"
1202,224.276,56.293,132.92,12511.88,132.656,288.0,19.15,(989),[-20165],Other/Random,38.69,"9,8,9","-20,16,5"
1203,164.545,19.99,219.51,12733.27,147.905,2178.0,52.66,(-3-1-9),[-8-205],Other/Random,28.88,"-3,-1,-9","-8,-20,5"
1204,216.594,55.499,136.2,13415.04,140.517,783.0,31.57,(-24-21-28),[-57-1],Other/Random,35.61,"-24,-21,-28","-5,7,-1"
1205,13.822,35.515,327.09,481.02,154.913,2682.0,58.44,(30742),[312-4],Other/Random,25.77,"30,7,42","3,12,-4"
1206,348.294,43.533,350.92,1475.69,164.891,1971.0,50.1,(-40-9-45),[-391],Other/Random,19.33,"-40,-9,-45","-3,9,1"
1207,160.897,44.303,220.95,2606.86,145.547,1152.0,38.3,(-8-3-9),[-2-95],Other/Random,30.36,"-8,-3,-9","-2,-9,5"
1208,317.261,53.943,40.32,3420.43,152.625,2592.0,57.45,(989),[35-5616],Other/Random,35.22,"9,8,9","35,-56,16"
1209,156.428,15.119,225.57,3756.91,156.168,2727.0,58.92,(-9-4-36),[-15-408],Other/Random,26.64,"-9,-4,-36","-15,-40,8"
1210,197.939,39.321,137.14,4917.18,176.767,12290.0,125.07,(28936),[-2-63],Other/Random,32.28,"28,9,36","-2,-6,3"
1211,202.357,11.48,188.43,7338.36,147.947,1368.0,41.73,(9545),[3-50],Other/Random,18.25,"9,5,45","3,-5,0"
1212,6.636,32.523,27.26,8674.18,139.607,504.0,25.33,(45872),[-472],Other/Random,34.32,"45,8,72","-4,7,2"
1213,185.585,9.712,189.06,9639.04,151.519,2187.0,52.77,(106),[1-40],Other/Random,17.56,"1,0,6","1,-4,0"
1214,165.472,36.593,170.96,10501.78,183.995,7785.0,99.56,(-25-7-35),[18-45-5],Other/Random,23.7,"-25,-7,-35","18,-45,-5"
1215,178.629,37.238,211.93,11370.37,156.27,2403.0,55.31,(-30-4),[-32-7227],Other/Random,31.84,"-3,0,-4","-32,-72,27"
1216,180.013,18.375,199.29,11702.66,142.642,477.0,24.64,(103),[3-9-1],Other/Random,26.59,"1,0,3","3,-9,-1"
1217,220.419,58.077,128.41,12521.2,135.0,135.0,13.11,(363542),[-981],Other/Random,40.72,"36,35,42","-9,8,1"
1218,136.741,56.741,220.85,12825.89,155.456,1539.0,44.27,(-8-8-9),[-321],Other/Random,37.21,"-8,-8,-9","-3,2,1"
1219,350.399,35.687,25.07,13337.88,169.498,6291.0,89.5,(-40-7-56),[420-5],Other/Random,20.93,"-40,-7,-56","4,20,-5"
1220,207.163,32.616,172.11,13698.82,187.303,11650.0,121.77,(427),[27-728],Other/Random,24.8,"4,2,7","27,-72,8"
1221,343.956,35.106,34.71,15705.08,149.237,1062.0,36.77,(-10-3-15),[28-3],Other/Random,26.45,"-10,-3,-15","2,8,-3"
1222,303.612,34.839,77.86,15807.17,158.464,6048.0,87.75,(322156),[-21-715],Other/Random,27.36,"32,21,56","-21,-7,15"
1223,194.343,41.238,137.65,231.88,156.71,1863.0,48.7,(541463),[-3-84],Other/Random,33.49,"54,14,63","-3,-8,4"
1224,151.75,10.852,180.09,718.38,164.178,3942.0,70.85,(-3-2-18),[5-90],Other/Random,20.01,"-3,-2,-18","5,-9,0"
1225,187.517,31.712,162.53,1728.0,141.568,999.0,35.66,(45872),[-3-244],Other/Random,18.17,"45,8,72","-3,-24,4"
1226,157.848,50.057,223.53,2355.12,144.865,936.0,34.52,(401845),[-15244],Other/Random,33.08,"40,18,45","-15,24,4"
1227,171.772,42.825,214.46,2415.6,148.438,1314.0,40.9,(-64-9-72),[-3-94],Other/Random,29.16,"-64,-9,-72","-3,-9,4"
1228,181.427,28.569,150.74,2745.1,145.75,540.0,26.22,(509),[-16-369],Other/Random,32.48,"5,0,9","-16,-36,9"
1229,161.35,44.544,180.14,4249.82,149.477,981.0,35.34,(-8-3-9),[1-30],Other/Random,18.56,"-8,-3,-9","1,-3,0"
1230,14.921,37.238,326.28,5246.24,146.52,675.0,29.32,(15420),[1672-27],Other/Random,25.62,"15,4,20","16,72,-27"
1231,240.465,12.371,90.2,5831.69,172.614,3429.0,66.08,(-9-5-45),[3620-9],Other/Random,19.94,"-9,-5,-45","36,20,-9"
1232,156.34,47.42,221.97,6239.32,151.629,630.0,28.32,(-9-4-9),[-1-74],Other/Random,30.65,"-9,-4,-9","-1,-7,4"
1233,204.863,34.743,138.54,6794.91,162.853,3483.0,66.59,(351656),[-7-3515],Other/Random,29.0,"35,16,56","-7,-35,15"
1234,17.097,46.027,321.03,8813.58,157.875,1872.0,48.82,(727),[418-9],Other/Random,29.54,"7,2,7","4,18,-9"
1235,29.866,43.394,350.22,8892.43,131.571,63.0,8.96,(15818),[-2456-7],Other/Random,23.88,"15,8,18","-24,56,-7"
1236,211.186,45.716,129.97,10085.94,169.093,3951.0,70.93,(634072),[-3-2114],Other/Random,35.39,"63,40,72","-3,-21,14"
1237,208.38,11.67,113.16,10406.67,163.671,3312.0,64.94,(001),[110],Rotated Cube {001}<110>,13.37,"0,0,1","1,1,0"
1238,155.996,37.518,227.59,10728.1,168.509,3501.0,66.77,(-15-7-21),[-4-147],Other/Random,34.06,"-15,-7,-21","-4,-14,7"
1239,162.527,41.549,222.37,11252.97,154.5,756.0,31.03,(-24-7-28),[-4-147],Other/Random,32.05,"-24,-7,-28","-4,-14,7"
1240,303.726,18.996,69.52,14203.05,136.696,207.0,16.23,(10735),[-9-23],Other/Random,23.12,"10,7,35","-9,-2,3"
1241,157.04,8.909,226.78,14239.52,157.732,639.0,28.52,(-9-7-63),[-24-567],Other/Random,22.96,"-9,-7,-63","-24,-56,7"
1242,335.151,29.068,12.24,15000.26,155.245,1287.0,40.48,(-9-4-18),[-936-4],Other/Random,22.98,"-9,-4,-18","-9,36,-4"
1243,309.93,12.661,79.04,15691.5,129.0,18.0,4.79,(7642),[-36-209],Other/Random,20.4,"7,6,42","-36,-20,9"
1244,130.912,50.291,222.45,15927.36,164.292,5112.0,80.68,(879),[24-8-15],Other/Random,35.86,"8,7,9","24,-8,-15"
1245,350.63,26.346,25.35,16187.46,164.495,3960.0,71.01,(-9-2-18),[520-4],Other/Random,26.15,"-9,-2,-18","5,20,-4"
1246,58.977,13.36,277.46,658.69,172.238,4581.0,76.37,(-8-5-40),[-28-127],Other/Random,25.22,"-8,-5,-40","-28,-12,7"
1247,295.748,41.129,52.18,2106.65,190.031,10930.0,117.95,(562772),[-24916],Other/Random,25.95,"56,27,72","-24,9,16"
1248,220.062,12.15,116.84,3807.59,154.311,1998.0,50.44,(7642),[-15-357],Other/Random,25.01,"7,6,42","-15,-35,7"
1249,169.702,19.586,168.5,3836.7,147.18,450.0,23.94,(-3-1-9),[27-72-8],Other/Random,29.23,"-3,-1,-9","27,-72,-8"
1250,177.636,21.385,166.65,4164.53,152.118,1071.0,36.93,(-20-5),[9-36-4],Other/Random,26.48,"-2,0,-5","9,-36,-4"
1251,182.285,32.347,138.47,4737.99,170.475,4887.0,78.88,(508),[-6-94],Other/Random,32.84,"5,0,8","-6,-9,4"
1252,202.57,33.535,139.63,5914.45,176.175,5859.0,86.37,(12520),[-10-4518],Other/Random,29.02,"12,5,20","-10,-45,18"
1253,184.458,45.482,133.29,6893.01,160.377,3825.0,69.79,(-9-1-9),[-405635],Other/Random,43.68,"-9,-1,-9","-40,56,35"
1254,356.529,15.189,338.97,8923.55,158.004,2169.0,52.55,(-20-7),[-491],Other/Random,25.46,"-2,0,-7","-4,9,1"
1255,335.203,21.902,20.66,9182.96,165.246,549.0,26.44,(-9-4-24),[-872-9],Other/Random,22.28,"-9,-4,-24","-8,72,-9"
1256,53.378,21.185,298.32,9216.66,165.557,3249.0,64.32,(-3-2-9),[-9-13],Other/Random,22.74,"-3,-2,-9","-9,-1,3"
1257,200.404,49.225,142.12,9449.5,164.895,3348.0,65.29,(-64-27-72),[-591],Other/Random,28.42,"-64,-27,-72","-5,9,1"
1258,211.302,50.954,144.71,9595.83,154.81,1611.0,45.29,(-5-3-5),[-48-1],Other/Random,27.61,"-5,-3,-5","-4,8,-1"
1259,164.162,49.216,218.58,9769.93,155.384,1710.0,46.66,(561863),[-25459],Other/Random,30.32,"56,18,63","-25,45,9"
1260,225.277,56.212,126.51,11227.31,156.837,1323.0,41.04,(-9-8-9),[-9-5663],Other/Random,36.5,"-9,-8,-9","-9,-56,63"
1261,332.365,51.812,39.13,11394.0,133.5,18.0,4.79,(16918),[4-70],Other/Random,29.76,"16,9,18","4,-7,0"
1262,192.438,38.874,133.35,11647.5,132.0,36.0,6.77,(14318),[-7-148],Other/Random,38.71,"14,3,18","-7,-14,8"
1263,73.275,5.161,313.16,11670.93,152.743,1260.0,40.05,(-10-9),[-1892],Other/Random,19.26,"-1,0,-9","-18,9,2"
1264,24.885,49.335,322.4,11821.05,179.908,3519.0,66.94,(-9-4-9),[1-20],Other/Random,27.68,"-9,-4,-9","1,-2,0"
1265,157.693,39.163,227.32,12006.62,170.696,6741.0,92.64,(-21-8-28),[-3-95],Other/Random,34.47,"-21,-8,-28","-3,-9,5"
1266,26.313,44.979,315.29,12331.2,139.0,135.0,13.11,(849),[17-4],Other/Random,31.78,"8,4,9","1,7,-4"
1267,314.319,53.069,43.49,13959.34,143.282,639.0,28.52,(989),[-21614],Other/Random,37.06,"9,8,9","-21,6,14"
1268,329.261,41.344,55.14,14532.5,166.014,3888.0,70.36,(-27-16-36),[621-14],Other/Random,38.61,"-27,-16,-36","6,21,-14"
1269,326.184,26.741,20.46,15343.37,149.328,1125.0,37.85,(-3-2-7),[-1242-7],Other/Random,27.43,"-3,-2,-7","-12,42,-7"
1270,7.523,19.185,0.29,16222.04,149.96,675.0,29.32,(103),[-170],Other/Random,20.7,"1,0,3","-1,7,0"
1271,17.036,40.24,321.76,1862.8,152.9,270.0,18.54,(16520),[936-16],Other/Random,28.46,"16,5,20","9,36,-16"
1272,10.774,7.437,20.19,6012.96,156.741,1494.0,43.61,(108),[-350],Other/Random,15.88,"1,0,8","-3,5,0"
1273,168.919,43.108,217.99,6708.66,185.961,4815.0,78.3,(-16-3-18),[-2-63],Other/Random,31.02,"-16,-3,-18","-2,-6,3"
1274,206.083,22.941,127.45,6972.07,148.304,828.0,32.47,(15840),[-32-7227],Other/Random,29.41,"15,8,40","-32,-72,27"
1275,171.421,6.021,148.93,7007.33,162.095,2286.0,53.95,(001),[110],Rotated Cube {001}<110>,8.05,"0,0,1","1,1,0"
1276,215.09,53.86,139.11,7502.77,151.188,1386.0,42.01,(-56-45-63),[-3556-8],Other/Random,32.83,"-56,-45,-63","-35,56,-8"
1277,2.223,38.545,334.3,8972.71,154.846,1287.0,40.48,(405),[721-6],Other/Random,24.92,"4,0,5","7,21,-6"
1278,19.028,40.772,318.55,11445.72,163.925,1431.0,42.68,(281035),[14-2],Other/Random,30.56,"28,10,35","1,4,-2"
1279,310.299,38.09,41.71,12136.21,166.441,3222.0,64.05,(6510),[-36916],Other/Random,32.29,"6,5,10","-36,9,16"
1280,151.177,24.847,233.83,12762.23,140.538,117.0,12.21,(-18-10-45),[-2-52],Other/Random,31.79,"-18,-10,-45","-2,-5,2"
1281,231.384,53.514,134.36,13783.97,174.821,3420.0,65.99,(545),[63-8],Other/Random,35.28,"5,4,5","6,3,-8"
1282,334.967,43.306,47.84,14365.45,168.94,2097.0,51.67,(-30-14-35),[520-12],Other/Random,34.38,"-30,-14,-35","5,20,-12"
1283,0.431,33.929,15.14,16427.56,156.55,1080.0,37.08,(203),[-14639],Other/Random,19.01,"2,0,3","-14,63,9"
1284,170.139,35.75,216.91,373.62,156.077,1764.0,47.39,(-40-7-56),[-2-52],Other/Random,31.39,"-40,-7,-56","-2,-5,2"
1285,162.385,44.894,223.4,2724.86,170.959,3321.0,65.03,(-7-2-7),[-2-74],Other/Random,33.23,"-7,-2,-7","-2,-7,4"
1286,168.264,19.136,163.84,2964.47,164.183,2016.0,50.66,(-3-1-9),[9-18-2],Other/Random,25.61,"-3,-1,-9","9,-18,-2"
1287,178.811,11.611,142.77,3006.34,163.493,1827.0,48.23,(001),[110],Rotated Cube {001}<110>,13.34,"0,0,1","1,1,0"
1288,22.542,5.448,354.59,3390.0,145.2,180.0,15.14,(109),[-270],Other/Random,17.97,"1,0,9","-2,7,0"
1289,222.994,36.277,126.5,4195.13,159.111,1458.0,43.09,(10918),[-1-95],Other/Random,31.2,"10,9,18","-1,-9,5"
1290,206.788,12.333,131.82,5467.33,149.026,693.0,29.7,(9545),[-9-244],Other/Random,24.66,"9,5,45","-9,-24,4"
1291,86.861,2.149,246.7,5499.12,159.924,1782.0,47.63,(00-1),[-2-10],Other/Random,18.68,"0,0,-1","-2,-1,0"
1292,358.511,16.834,16.14,7586.73,165.308,2106.0,51.78,(-20-7),[936-4],Other/Random,22.28,"-2,0,-7","9,36,-4"
1293,176.196,32.155,217.23,7837.88,179.815,5706.0,85.24,(-50-8),[-25-4518],Other/Random,34.12,"-5,0,-8","-25,-45,18"
1294,212.5,21.92,113.18,8066.04,179.376,4671.0,77.12,(329),[-35-5624],Other/Random,24.35,"3,2,9","-35,-56,24"
1295,346.19,26.965,49.52,8885.87,168.797,576.0,27.08,(-4-1-8),[3556-24],Other/Random,28.49,"-4,-1,-8","35,56,-24"
1296,168.581,42.585,221.1,10821.65,173.993,3672.0,68.38,(-16-3-18),[-18-4525],Other/Random,33.84,"-16,-3,-18","-18,-45,25"
1297,332.563,52.039,38.89,11399.12,148.235,153.0,13.96,(748),[4-70],Other/Random,29.69,"7,4,8","4,-7,0"
1298,223.226,50.015,139.39,12472.5,146.769,234.0,17.26,(353240),[5-2012],Other/Random,33.56,"35,32,40","5,-20,12"
1299,171.793,30.921,206.85,12798.86,159.233,1044.0,36.46,(-27-5-45),[-8-287],Other/Random,25.17,"-27,-5,-45","-8,-28,7"
1300,326.421,49.268,45.17,13443.05,159.446,1575.0,44.78,(-8-5-8),[08-5],Other/Random,33.0,"-8,-5,-8","0,8,-5"
1301,6.115,25.482,8.35,13505.91,169.748,3753.0,69.13,(102),[-9364],Other/Random,23.89,"1,0,2","-9,36,4"
1302,187.479,41.508,133.23,15989.94,164.432,1665.0,46.04,(63872),[-24-4025],Other/Random,41.76,"63,8,72","-24,-40,25"
1303,307.974,24.807,73.89,16769.61,149.053,855.0,32.99,(211656),[-72-2732],Other/Random,32.87,"21,16,56","-72,-27,32"
1304,332.123,43.795,54.45,963.87,179.405,5535.0,83.95,(-54-28-63),[721-15],Other/Random,39.31,"-54,-28,-63","7,21,-15"
1305,328.349,52.328,48.08,2854.57,152.283,414.0,22.96,(644572),[5-70],Other/Random,36.31,"64,45,72","5,-7,0"
1306,156.541,44.426,178.39,4279.24,173.346,2313.0,54.27,(-40-18-45),[4-90],Other/Random,24.64,"-40,-18,-45","4,-9,0"
1307,38.326,54.131,323.15,6472.89,164.831,1116.0,37.7,(-40-36-45),[16-287],Other/Random,32.27,"-40,-36,-45","16,-28,7"
1308,337.853,17.748,36.85,7543.29,159.691,1368.0,41.73,(-16-7-56),[520-4],Other/Random,23.01,"-16,-7,-56","5,20,-4"
1309,358.676,10.682,330.3,7788.49,159.818,891.0,33.68,(-10-5),[-27455],Other/Random,17.57,"-1,0,-5","-27,45,5"
1310,346.63,4.955,27.93,8203.92,164.437,2061.0,51.23,(-10-9),[140],Other/Random,15.38,"-1,0,-9","1,4,0"
1311,200.281,29.578,124.53,9827.97,155.7,990.0,35.5,(25945),[-6-105],Other/Random,31.13,"25,9,45","-6,-10,5"
