grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int
49,195.528,25.49,138.17,2180.64,7.598,828.0,32.47,(32972),[-9-217],Other/Random,31.52,"32,9,72","-9,-21,7"
50,155.195,33.15,180.83,2301.31,25.833,6363.0,90.01,(-21-10-35),[4-90],Other/Random,26.87,"-21,-10,-35","4,-9,0"
51,178.768,30.673,162.43,2362.73,5.55,360.0,21.41,(-30-5),[12-42-7],Other/Random,23.41,"-3,0,-5","12,-42,-7"
52,331.094,10.353,50.14,2391.31,38.84,5400.0,82.92,(-3-2-18),[2156-8],Other/Random,23.6,"-3,-2,-18","21,56,-8"
53,315.861,31.1,56.87,2433.0,6.769,351.0,21.14,(-3-3-7),[214-7],Other/Random,30.95,"-3,-3,-7","2,14,-7"
54,318.607,57.096,44.03,2459.49,22.718,2169.0,52.55,(-49-48-56),[4-3-1],Other/Random,37.93,"-49,-48,-56","4,-3,-1"
55,191.311,45.548,138.12,2521.85,21.818,3267.0,64.5,(515),[-21-5632],Other/Random,34.82,"5,1,5","-21,-56,32"
56,154.443,50.36,220.42,2559.0,0.0,27.0,5.86,(16918),[-470],Other/Random,30.13,"16,9,18","-4,7,0"
57,311.881,53.417,39.73,2585.43,42.137,4329.0,74.24,(-9-8-9),[-25-1640],Other/Random,37.48,"-9,-8,-9","-25,-16,40"
58,169.572,28.343,174.09,2612.66,8.614,1188.0,38.89,(-5-1-9),[2-70],Other/Random,22.79,"-5,-1,-9","2,-7,0"
59,183.141,34.877,153.54,2655.0,1.5,72.0,9.57,(507),[-7-216],Other/Random,26.13,"5,0,7","-7,-21,6"
60,174.775,29.782,159.07,2669.18,1.364,99.0,11.23,(-40-7),[20-45-9],Other/Random,29.47,"-4,0,-7","20,-45,-9"
61,197.997,14.428,130.79,2727.22,24.414,3519.0,66.94,(9436),[-36-6314],Other/Random,19.93,"9,4,36","-36,-63,14"
62,147.458,39.227,241.42,2777.62,15.994,1575.0,44.78,(-6-4-9),[-14-3525],Other/Random,40.99,"-6,-4,-9","-14,-35,25"
63,217.714,24.243,123.88,2805.33,2.333,81.0,10.16,(211656),[-16-5621],Other/Random,30.35,"21,16,56","-16,-56,21"
64,239.556,8.714,104.24,2817.81,22.309,1341.0,41.32,(-9-8-72),[72-1],Other/Random,18.38,"-9,-8,-72","7,2,-1"
65,78.204,8.419,285.4,2841.4,7.8,405.0,22.71,(001),[100],Cube {001}<100>,9.16,"0,0,1","1,0,0"
66,95.49,17.898,263.73,2868.34,5.321,477.0,24.64,(103),[30-1],Other/Random,17.91,"1,0,3","3,0,-1"
67,230.583,18.978,110.53,2898.27,3.0,198.0,15.88,(-9-8-36),[31-1],Other/Random,26.71,"-9,-8,-36","3,1,-1"
68,241.098,8.638,95.04,2913.0,6.692,117.0,12.21,(-9-8-72),[188-3],Other/Random,22.82,"-9,-8,-72","18,8,-3"
69,237.927,16.616,99.18,2945.4,20.52,2871.0,60.46,(-3-2-12),[156-5],Other/Random,27.59,"-3,-2,-12","15,6,-5"
70,197.409,14.839,143.14,2996.38,5.491,477.0,24.64,(9436),[-2-61],Other/Random,24.42,"9,4,36","-2,-6,1"
71,346.256,8.243,356.94,3028.75,25.48,4122.0,72.45,(-10-7),[-270],Other/Random,18.7,"-1,0,-7","-2,7,0"
72,311.476,18.108,62.28,3087.3,3.6,90.0,10.7,(9836),[-63-1418],Other/Random,22.71,"9,8,36","-63,-14,18"
73,211.529,4.096,135.66,3100.82,24.139,2520.0,56.64,(001),[100],Cube {001}<100>,13.45,"0,0,1","1,0,0"
74,114.857,4.337,230.74,3162.13,5.125,648.0,28.72,(109),[36-9-4],Other/Random,15.04,"1,0,9","36,-9,-4"
75,6.673,39.022,4.95,3213.23,9.0,1062.0,36.77,(110),[001],Goss {110}<001>,12.4,"1,1,0","0,0,1"
76,40.256,49.812,313.32,3253.77,5.353,459.0,24.17,(879),[-19-6],Other/Random,35.04,"8,7,9","-1,9,-6"
77,232.999,46.704,117.13,3308.5,31.196,3996.0,71.33,(-48-35-56),[70-6],Other/Random,26.39,"-48,-35,-56","7,0,-6"
78,352.624,30.798,4.61,3382.41,14.475,2367.0,54.9,(110),[001],Goss {110}<001>,14.94,"1,1,0","0,0,1"
79,192.754,10.036,167.77,3435.79,23.191,1836.0,48.35,(001),[100],Cube {001}<100>,10.05,"0,0,1","1,0,0"
80,129.776,16.449,249.36,3453.43,0.857,63.0,8.96,(10945),[217-6],Other/Random,25.18,"10,9,45","21,7,-6"
81,206.469,8.482,141.06,3479.12,33.44,2331.0,54.48,(9872),[-2-91],Other/Random,15.07,"9,8,72","-2,-9,1"
82,188.793,10.82,147.31,3510.2,31.805,2349.0,54.69,(105),[-27-637],Other/Random,23.69,"1,0,5","-27,-63,7"
83,307.428,38.033,39.52,3558.73,24.553,3420.0,65.99,(548),[-722732],Other/Random,33.5,"5,4,8","-72,27,32"
84,159.745,23.094,223.68,3617.78,34.466,2358.0,54.79,(-14-5-35),[-21-5616],Other/Random,31.5,"-14,-5,-35","-21,-56,16"
85,132.937,21.193,253.99,3648.27,12.07,1917.0,49.4,(8728),[105-4],Other/Random,27.79,"8,7,28","10,5,-4"
86,196.87,17.755,161.02,3742.81,26.846,7533.0,97.94,(18763),[0-91],Other/Random,17.88,"18,7,63","0,-9,1"
87,144.007,53.635,216.73,3838.13,10.849,1314.0,40.9,(564563),[-59-2],Other/Random,31.04,"56,45,63","-5,9,-2"
88,168.228,36.66,221.41,3879.51,17.171,1107.0,37.54,(-5-1-7),[-27-6328],Other/Random,34.33,"-5,-1,-7","-27,-63,28"
89,18.689,36.565,318.35,3913.5,0.0,126.0,12.67,(20728),[1863-28],Other/Random,31.06,"20,7,28","18,63,-28"
90,187.956,30.862,187.41,3974.99,12.949,2133.0,52.11,(27545),[9-36-4],Other/Random,20.27,"27,5,45","9,-36,-4"
91,7.943,43.785,316.44,4022.14,33.744,2286.0,53.95,(818),[510-6],Other/Random,38.29,"8,1,8","5,10,-6"
92,321.841,52.009,46.81,4058.78,19.252,1854.0,48.59,(979),[45-637],Other/Random,35.76,"9,7,9","45,-63,7"
93,146.386,53.124,219.84,4096.13,23.14,1224.0,39.48,(869),[-2440-5],Other/Random,31.57,"8,6,9","-24,40,-5"
94,189.082,40.105,136.57,4107.75,4.705,396.0,22.45,(20324),[-9-1810],Other/Random,37.53,"20,3,24","-9,-18,10"
95,187.481,46.934,136.92,4156.51,25.865,3591.0,67.62,(-64-9-72),[-457232],Other/Random,38.29,"-64,-9,-72","-45,72,32"
96,328.192,13.587,56.59,4197.45,9.278,486.0,24.88,(-8-5-40),[49-2],Other/Random,24.32,"-8,-5,-40","4,9,-2"
97,329.109,52.605,40.94,4207.07,2.571,126.0,12.67,(402745),[3-50],Other/Random,31.53,"40,27,45","3,-5,0"
98,136.18,55.447,227.22,4225.83,1.667,162.0,14.36,(-1-1-1),[-972],Other/Random,38.36,"-1,-1,-1","-9,7,2"
99,206.752,40.207,166.95,4273.93,25.392,3123.0,63.06,(638),[2-71],Other/Random,19.82,"6,3,8","2,-7,1"
100,117.138,4.773,258.82,4295.57,2.929,378.0,21.94,(109),[6318-7],Other/Random,16.65,"1,0,9","63,18,-7"
101,322.866,42.113,44.0,4323.66,6.469,288.0,19.15,(-45-35-63),[02-1],Other/Random,30.37,"-45,-35,-63","0,2,-1"
102,211.097,17.034,165.56,4347.75,0.375,72.0,9.57,(3212),[3-91],Other/Random,23.78,"3,2,12","3,-9,1"
103,217.957,33.84,117.73,4383.57,9.389,1179.0,38.74,(251845),[-15-4024],Other/Random,36.56,"25,18,45","-15,-40,24"
104,68.882,48.733,308.11,4426.4,31.345,3213.0,63.96,(642772),[-15-1018],Other/Random,28.32,"64,27,72","-15,-10,18"
105,54.654,58.369,322.74,4468.9,9.077,1053.0,36.62,(212028),[-15-1421],Other/Random,42.67,"21,20,28","-15,-14,21"
106,325.562,25.249,25.39,4505.1,2.4,90.0,10.7,(-8-5-20),[-15-1],Other/Random,26.8,"-8,-5,-20","-1,5,-1"
107,118.992,44.426,223.98,4540.63,18.922,1845.0,48.47,(12714),[8-4-5],Other/Random,32.25,"12,7,14","8,-4,-5"
108,53.177,52.266,316.34,4613.97,17.627,3618.0,67.87,(434),[-5-37],Other/Random,35.4,"4,3,4","-5,-3,7"
109,153.015,37.699,231.33,4664.25,1.875,72.0,9.57,(-2-1-3),[-7-2112],Other/Random,36.19,"-2,-1,-3","-7,-21,12"
110,147.955,48.51,224.75,4679.35,5.27,333.0,20.59,(-5-3-5),[0-85],Other/Random,32.37,"-5,-3,-5","0,-8,5"
111,155.47,50.004,216.34,4730.74,42.489,8001.0,100.93,(849),[-120],Other/Random,27.03,"8,4,9","-1,2,0"
112,200.736,34.355,133.79,4781.05,12.683,1701.0,46.54,(528),[-3-84],Other/Random,34.42,"5,2,8","-3,-8,4"
113,165.201,43.687,223.72,4888.89,60.102,17770.0,150.4,(-32-9-36),[-21-5632],Other/Random,34.66,"-32,-9,-36","-21,-56,32"
114,157.569,21.993,222.25,4979.75,22.846,3042.0,62.23,(-21-8-56),[-7-216],Other/Random,29.52,"-21,-8,-56","-7,-21,6"
115,195.469,5.854,179.33,5055.59,26.614,5247.0,81.74,(109),[1-40],Other/Random,15.91,"1,0,9","1,-4,0"
116,345.158,44.761,42.36,5151.82,42.811,7290.0,96.34,(-4-1-4),[721-12],Other/Random,33.45,"-4,-1,-4","7,21,-12"
117,3.685,32.862,326.06,5155.0,4.3,270.0,18.54,(508),[36-2],Other/Random,33.37,"5,0,8","3,6,-2"
118,123.856,43.834,243.72,5197.66,11.821,1512.0,43.88,(362545),[50-4],Other/Random,23.61,"36,25,45","5,0,-4"
119,194.353,25.214,128.76,5236.27,10.818,594.0,27.5,(419),[-14-219],Other/Random,26.47,"4,1,9","-14,-21,9"
120,196.231,30.497,133.93,5264.34,13.649,1179.0,38.74,(24742),[-7-146],Other/Random,33.98,"24,7,42","-7,-14,6"
121,216.09,45.269,135.41,5341.77,52.012,14010.0,133.57,(435),[0-74],Other/Random,31.43,"4,3,5","0,-7,4"
122,152.541,48.941,217.89,5334.0,0.0,45.0,7.57,(212),[-120],Other/Random,27.74,"2,1,2","-1,2,0"
123,219.756,48.325,126.02,5346.0,0.0,27.0,5.86,(657),[0-43],Other/Random,36.11,"6,5,7","0,-4,3"
124,220.047,54.533,124.64,5404.41,14.338,1305.0,40.76,(-16-15-18),[-890],Other/Random,38.68,"-16,-15,-18","-8,9,0"
125,27.432,52.812,315.03,5445.62,12.265,1224.0,39.48,(-12-7-14),[6-9-1],Other/Random,34.45,"-12,-7,-14","6,-9,-1"
126,32.435,25.422,306.68,5493.85,8.977,1152.0,38.3,(8520),[824-9],Other/Random,32.79,"8,5,20","8,24,-9"
127,222.581,47.134,134.03,5540.8,25.431,2736.0,59.02,(282535),[1-85],Other/Random,34.12,"28,25,35","1,-8,5"
128,145.304,36.686,217.08,5586.33,30.772,2169.0,52.55,(-35-24-56),[8-7227],Other/Random,26.03,"-35,-24,-56","8,-72,27"
129,313.934,55.394,42.37,5606.63,2.625,72.0,9.57,(111),[715-21],Other/Random,38.16,"1,1,1","7,15,-21"
130,312.75,22.67,75.93,5640.71,14.926,1818.0,48.11,(227),[-18-98],Other/Random,27.87,"2,2,7","-18,-9,8"
131,351.349,22.349,47.81,5688.02,22.552,1809.0,47.99,(-18-5-45),[68-3],Other/Random,23.09,"-18,-5,-45","6,8,-3"
132,336.699,24.894,58.39,5744.29,31.655,3915.0,70.6,(-15-7-35),[4572-32],Other/Random,26.77,"-15,-7,-35","45,72,-32"
133,157.648,36.97,227.26,5746.25,1.25,108.0,11.73,(-5-2-7),[-2-63],Other/Random,34.42,"-5,-2,-7","-2,-6,3"
134,198.292,35.106,134.67,5757.5,5.0,54.0,8.29,(629),[-4-105],Other/Random,34.69,"6,2,9","-4,-10,5"
135,204.981,48.135,138.96,5771.7,3.6,270.0,18.54,(-9-4-9),[-591],Other/Random,29.89,"-9,-4,-9","-5,9,1"
136,47.154,50.547,313.3,5800.25,3.5,216.0,16.58,(-16-15-18),[-631445],Other/Random,34.59,"-16,-15,-18","-63,14,45"
137,35.308,46.834,320.71,5824.35,9.043,621.0,28.12,(758),[-218-9],Other/Random,28.95,"7,5,8","-2,18,-9"
138,174.604,45.294,213.97,5866.38,5.676,333.0,20.59,(919),[-327227],Other/Random,30.4,"9,1,9","-32,72,27"
139,35.434,50.484,315.67,5886.97,6.088,306.0,19.74,(757),[-872-45],Other/Random,33.18,"7,5,7","-8,72,-45"
140,319.578,50.156,36.47,5912.76,11.79,900.0,33.85,(-8-7-9),[-1863-35],Other/Random,31.13,"-8,-7,-9","-18,63,-35"
141,165.113,44.295,220.41,5971.18,14.131,2673.0,58.34,(-32-9-36),[-18-6335],Other/Random,31.54,"-32,-9,-36","-18,-63,35"
142,28.085,50.473,323.03,6026.63,2.625,72.0,9.57,(-8-5-9),[1-20],Other/Random,27.78,"-8,-5,-9","1,-2,0"
143,331.286,45.049,47.59,6049.41,2.719,288.0,19.15,(-7-4-8),[424-15],Other/Random,33.67,"-7,-4,-8","4,24,-15"
144,220.939,54.912,131.54,6082.73,15.455,1188.0,38.89,(-64-63-72),[-4963-9],Other/Random,38.71,"-64,-63,-72","-49,63,-9"
145,219.927,54.872,124.91,6119.65,14.49,1377.0,41.87,(-16-15-18),[-890],Other/Random,38.94,"-16,-15,-18","-8,9,0"
146,43.97,52.341,312.95,6147.0,0.0,27.0,5.86,(889),[-735-25],Other/Random,36.66,"8,8,9","-7,35,-25"
147,322.907,35.943,46.87,6212.95,40.857,13180.0,129.52,(-36-28-63),[218-9],Other/Random,31.11,"-36,-28,-63","2,18,-9"
148,166.858,41.699,221.32,6330.62,11.547,2025.0,50.78,(-35-8-40),[-3-84],Other/Random,33.12,"-35,-8,-40","-3,-8,4"
149,319.56,32.497,62.99,6395.65,24.53,1629.0,45.54,(-5-4-10),[721-12],Other/Random,34.93,"-5,-4,-10","7,21,-12"
150,191.514,28.122,141.97,6404.21,3.158,171.0,14.76,(9218),[-9-217],Other/Random,33.55,"9,2,18","-9,-21,7"
151,176.146,43.201,215.14,6417.86,4.071,126.0,12.67,(-8-1-9),[-27-6328],Other/Random,32.53,"-8,-1,-9","-27,-63,28"
152,168.47,46.387,220.63,6429.0,0.0,27.0,5.86,(515),[-12217],Other/Random,33.59,"5,1,5","-12,21,7"
153,342.159,21.54,49.47,6441.44,16.452,1395.0,42.14,(-3-1-8),[1221-7],Other/Random,25.31,"-3,-1,-8","12,21,-7"
154,46.171,50.786,318.54,6457.5,0.0,18.0,4.79,(-56-54-63),[-561635],Other/Random,35.52,"-56,-54,-63","-56,16,35"
155,154.029,31.106,223.72,6486.0,7.5,846.0,32.82,(-20-9-36),[-5-208],Other/Random,31.01,"-20,-9,-36","-5,-20,8"
156,33.159,53.207,318.38,6518.57,4.286,189.0,15.51,(-8-6-9),[45-728],Other/Random,32.53,"-8,-6,-9","45,-72,8"
157,143.987,48.448,225.86,6534.5,1.0,54.0,8.29,(-8-6-9),[0-85],Other/Random,33.31,"-8,-6,-9","0,-8,5"
158,350.042,7.494,42.77,6572.02,31.918,4968.0,79.53,(001),[110],Rotated Cube {001}<110>,14.3,"0,0,1","1,1,0"
159,308.575,22.4,75.89,6629.64,42.013,4221.0,73.31,(4312),[-7-33],Other/Random,30.3,"4,3,12","-7,-3,3"
160,149.576,46.228,225.79,6683.06,6.798,1116.0,37.7,(-8-5-9),[-5-4527],Other/Random,32.4,"-8,-5,-9","-5,-45,27"
161,350.634,41.093,39.26,6759.45,7.773,1386.0,42.01,(-6-1-7),[410-5],Other/Random,33.23,"-6,-1,-7","4,10,-5"
162,195.066,31.792,146.03,6809.09,9.305,531.0,26.0,(18530),[-3-124],Other/Random,27.25,"18,5,30","-3,-12,4"
163,30.775,32.125,311.95,6833.83,5.229,315.0,20.03,(539),[29-4],Other/Random,32.71,"5,3,9","2,9,-4"
164,348.177,35.021,41.64,6857.92,10.824,666.0,29.12,(-14-3-21),[49-4],Other/Random,34.8,"-14,-3,-21","4,9,-4"
165,351.588,40.135,40.45,6885.49,4.161,279.0,18.85,(-20-3-24),[818-9],Other/Random,35.03,"-20,-3,-24","8,18,-9"
166,312.748,26.257,68.54,6944.48,37.341,5760.0,85.64,(9824),[-6-23],Other/Random,33.38,"9,8,24","-6,-2,3"
167,306.963,20.473,76.96,6977.49,9.329,738.0,30.65,(181463),[-35-1514],Other/Random,29.3,"18,14,63","-35,-15,14"
168,315.458,21.291,60.1,7033.05,41.53,7416.0,97.17,(-2-2-7),[312-4],Other/Random,26.32,"-2,-2,-7","3,12,-4"
169,198.084,10.866,185.14,7095.3,25.934,2052.0,51.11,(3218),[3-70],Other/Random,24.31,"3,2,18","3,-7,0"
170,334.827,33.661,54.01,7119.19,13.438,432.0,23.45,(-21-10-35),[49-5],Other/Random,37.24,"-21,-10,-35","4,9,-5"
171,312.641,25.599,62.22,7138.62,17.264,954.0,34.85,(113),[-63-1427],Other/Random,29.54,"1,1,3","-63,-14,27"
172,22.311,35.428,307.35,7210.41,30.196,7164.0,95.51,(14621),[2863-36],Other/Random,38.25,"14,6,21","28,63,-36"
173,60.523,36.765,314.66,7309.26,31.742,4401.0,74.86,(-16-9-24),[-1045],Other/Random,30.26,"-16,-9,-24","-10,4,5"
174,128.778,47.693,216.08,7333.57,3.571,189.0,15.51,(181421),[9-4-5],Other/Random,36.54,"18,14,21","9,-4,-5"
175,127.68,37.983,221.77,7368.72,26.472,2763.0,59.31,(548),[63-18-28],Other/Random,32.09,"5,4,8","63,-18,-28"
176,13.469,35.073,312.99,7434.72,18.521,3267.0,64.5,(416),[12-1],Other/Random,36.84,"4,1,6","1,2,-1"
177,65.172,49.421,304.04,7490.89,3.692,234.0,17.26,(849),[-35-1640],Other/Random,25.21,"8,4,9","-35,-16,40"
178,129.82,45.771,214.91,7542.64,16.591,2070.0,51.34,(121015),[18-8-9],Other/Random,35.18,"12,10,15","18,-8,-9"
179,331.469,30.467,45.71,7596.12,20.595,2331.0,54.48,(-7-4-14),[1045-18],Other/Random,31.86,"-7,-4,-14","10,45,-18"
180,201.655,24.009,128.67,7621.75,2.75,108.0,11.73,(12530),[-4-83],Other/Random,28.42,"12,5,30","-4,-8,3"
181,11.619,23.197,318.98,7675.23,22.11,3915.0,70.6,(27763),[714-4],Other/Random,27.89,"27,7,63","7,14,-4"
182,202.779,33.719,134.39,7719.62,7.676,306.0,19.74,(528),[-3-94],Other/Random,33.14,"5,2,8","-3,-9,4"
183,312.378,46.042,43.98,7737.08,6.167,324.0,20.31,(494563),[-20512],Other/Random,33.66,"49,45,63","-20,5,12"
184,317.883,52.003,37.72,7762.22,9.321,756.0,31.03,(-7-6-7),[-27-4],Other/Random,33.16,"-7,-6,-7","-2,7,-4"
185,187.301,32.888,136.92,7802.64,19.674,1710.0,46.66,(45872),[-27-4520],Other/Random,34.12,"45,8,72","-27,-45,20"
186,32.973,25.298,317.58,7825.5,1.0,54.0,8.29,(8520),[763-18],Other/Random,26.98,"8,5,20","7,63,-18"
187,197.939,26.729,120.09,7839.36,20.292,1449.0,42.95,(316),[-36-4525],Other/Random,26.9,"3,1,6","-36,-45,25"
188,154.43,25.154,221.7,7880.05,10.184,1026.0,36.14,(-15-7-35),[-7-288],Other/Random,29.81,"-15,-7,-35","-7,-28,8"
189,29.434,36.822,314.81,7905.0,0.75,36.0,6.77,(16924),[16-3],Other/Random,30.65,"16,9,24","1,6,-3"
190,151.243,43.738,222.39,7938.41,20.192,2574.0,57.25,(-15-8-18),[-1-95],Other/Random,29.4,"-15,-8,-18","-1,-9,5"
191,175.3,40.317,216.52,7966.5,3.0,54.0,8.29,(-54-7-63),[-4-94],Other/Random,33.53,"-54,-7,-63","-4,-9,4"
192,246.829,51.036,130.56,7979.19,4.385,234.0,17.26,(492456),[3021-35],Other/Random,30.76,"49,24,56","30,21,-35"
193,219.34,31.983,127.63,8059.35,29.258,8811.0,105.92,(5410),[-9-6328],Other/Random,33.31,"5,4,10","-9,-63,28"
194,126.614,36.909,261.1,8147.02,10.303,684.0,29.51,(272045),[63-5],Other/Random,31.45,"27,20,45","6,3,-5"
195,46.684,55.012,323.14,8217.29,26.532,5886.0,86.57,(989),[-35-2456],Other/Random,37.03,"9,8,9","-35,-24,56"
196,165.645,24.067,222.54,8300.24,43.049,6075.0,87.95,(-27-7-63),[-3-62],Other/Random,29.29,"-27,-7,-63","-3,-6,2"
197,344.661,34.187,38.79,8346.58,8.579,513.0,25.56,(-4-1-6),[515-6],Other/Random,30.49,"-4,-1,-6","5,15,-6"
198,344.661,26.716,27.57,8371.99,46.827,5364.0,82.64,(-4-1-8),[318-4],Other/Random,25.13,"-4,-1,-8","3,18,-4"
199,202.321,30.384,150.41,8405.79,5.571,126.0,12.67,(529),[-4-369],Other/Random,22.97,"5,2,9","-4,-36,9"
200,195.425,24.351,144.64,8417.35,34.045,1809.0,47.99,(24756),[-4-123],Other/Random,31.37,"24,7,56","-4,-12,3"
201,187.037,26.045,169.21,8416.5,0.0,18.0,4.79,(9218),[0-91],Other/Random,19.99,"9,2,18","0,-9,1"
202,333.055,10.471,32.17,8443.2,10.446,747.0,30.84,(001),[100],Cube {001}<100>,11.7,"0,0,1","1,0,0"
203,172.344,44.995,222.16,8467.56,3.84,225.0,16.93,(-8-1-8),[-20-4527],Other/Random,37.12,"-8,-1,-8","-20,-45,27"
204,207.535,21.714,134.32,8485.12,22.529,2349.0,54.69,(5315),[-2-72],Other/Random,28.23,"5,3,15","-2,-7,2"
205,154.388,43.506,218.1,8533.2,29.991,3105.0,62.88,(-30-14-35),[-1-94],Other/Random,26.46,"-30,-14,-35","-1,-9,4"
206,48.714,18.589,308.29,8585.13,16.851,1575.0,44.78,(-9-8-36),[-401],Other/Random,18.83,"-9,-8,-36","-4,0,1"
207,17.283,24.016,338.44,8615.4,8.4,450.0,23.94,(24756),[07-1],Other/Random,24.01,"24,7,56","0,7,-1"
208,47.662,23.962,303.74,8649.76,13.0,1512.0,43.88,(-7-6-21),[-72-827],Other/Random,25.44,"-7,-6,-21","-72,-8,27"
209,191.292,45.582,149.64,8691.0,0.0,27.0,5.86,(-5-1-5),[-251],Other/Random,23.78,"-5,-1,-5","-2,5,1"
210,79.094,32.42,302.38,8746.15,24.195,4302.0,74.01,(-5-1-8),[-1478],Other/Random,27.7,"-5,-1,-8","-14,7,8"
211,203.913,29.256,136.6,8818.51,25.302,3006.0,61.87,(9418),[-16-5621],Other/Random,31.91,"9,4,18","-16,-56,21"
212,214.347,22.81,126.75,8887.86,28.439,5274.0,81.95,(4312),[-6-217],Other/Random,29.54,"4,3,12","-6,-21,7"
213,27.188,34.16,322.52,8970.11,39.933,6858.0,93.44,(9515),[872-27],Other/Random,25.91,"9,5,15","8,72,-27"
214,150.312,50.866,226.94,9030.68,9.961,927.0,34.36,(563663),[-691],Other/Random,34.95,"56,36,63","-6,9,1"
215,237.287,34.461,116.58,9079.45,20.311,2196.0,52.88,(-32-21-56),[50-3],Other/Random,23.15,"-32,-21,-56","5,0,-3"
216,169.67,33.952,219.56,9114.0,2.684,171.0,14.76,(-16-3-24),[-28-6327],Other/Random,33.99,"-16,-3,-24","-28,-63,27"
217,1.461,20.905,15.83,9174.42,12.054,1998.0,50.44,(308),[-18637],Other/Random,27.07,"3,0,8","-18,63,7"
218,203.996,29.229,145.21,9234.75,8.412,873.0,33.34,(9418),[-7-5616],Other/Random,26.11,"9,4,18","-7,-56,16"
219,335.696,27.562,55.02,9265.69,8.854,369.0,21.68,(-9-4-18),[918-8],Other/Random,30.98,"-9,-4,-18","9,18,-8"
220,45.476,8.728,299.49,9295.34,20.569,1944.0,49.75,(-1-1-9),[-28-74],Other/Random,17.37,"-1,-1,-9","-28,-7,4"
221,18.824,7.771,336.29,9332.37,17.669,1062.0,36.77,(001),[100],Cube {001}<100>,9.18,"0,0,1","1,0,0"
222,54.416,52.14,318.77,9350.66,9.0,234.0,17.26,(757),[-4-36],Other/Random,36.75,"7,5,7","-4,-3,6"
223,27.797,52.643,317.5,9364.48,11.237,531.0,26.0,(-12-7-14),[5-80],Other/Random,32.51,"-12,-7,-14","5,-8,0"
224,164.553,30.977,205.08,9398.77,32.198,3537.0,67.11,(-24-7-42),[-1-92],Other/Random,21.13,"-24,-7,-42","-1,-9,2"
225,16.924,7.456,338.76,9449.87,13.217,1953.0,49.87,(001),[100],Cube {001}<100>,8.61,"0,0,1","1,0,0"
226,45.819,44.035,312.56,9490.29,2.571,63.0,8.96,(-15-14-21),[-35521],Other/Random,32.23,"-15,-14,-21","-35,5,21"
227,32.676,44.563,321.8,9521.81,34.977,4275.0,73.78,(151018),[-218-9],Other/Random,27.12,"15,10,18","-2,18,-9"
228,212.127,33.165,140.81,9537.0,0.75,36.0,6.77,(539),[0-83],Other/Random,26.93,"5,3,9","0,-8,3"
229,211.058,20.695,145.64,9562.19,10.817,981.0,35.34,(5315),[0-51],Other/Random,20.95,"5,3,15","0,-5,1"
230,235.664,14.238,111.81,9598.02,14.632,954.0,34.85,(-7-5-35),[204-5],Other/Random,18.94,"-7,-5,-35","20,4,-5"
231,337.884,25.807,49.45,9633.76,8.514,999.0,35.66,(-8-3-18),[3272-27],Other/Random,31.19,"-8,-3,-18","32,72,-27"
232,354.701,44.373,46.75,9696.6,10.217,954.0,34.85,(-9-1-9),[3556-40],Other/Random,43.14,"-9,-1,-9","35,56,-40"
233,114.936,46.09,227.48,9739.37,16.569,1566.0,44.65,(849),[63-35-45],Other/Random,30.52,"8,4,9","63,-35,-45"
234,345.863,36.476,52.24,9775.06,10.117,846.0,32.82,(-30-7-42),[58-5],Other/Random,37.1,"-30,-7,-42","5,8,-5"
235,350.841,37.092,356.12,9806.94,18.269,1305.0,40.76,(110),[001],Goss {110}<001>,14.66,"1,1,0","0,0,1"
236,351.286,39.801,1.82,9840.28,10.069,783.0,31.57,(110),[001],Goss {110}<001>,9.1,"1,1,0","0,0,1"
237,211.058,28.987,146.24,9875.01,24.684,1224.0,39.48,(7414),[0-72],Other/Random,25.63,"7,4,14","0,-7,2"
238,353.299,37.688,357.13,9910.42,11.076,1782.0,47.63,(110),[001],Goss {110}<001>,11.64,"1,1,0","0,0,1"
239,1.513,36.492,346.85,9957.0,2.143,189.0,15.51,(110),[001],Goss {110}<001>,14.73,"1,1,0","0,0,1"
240,329.353,26.187,61.5,10013.06,10.859,1917.0,49.4,(-12-7-28),[1018-9],Other/Random,29.71,"-12,-7,-28","10,18,-9"
241,101.268,19.937,243.45,10102.6,20.789,3717.0,68.79,(27872),[21-6-7],Other/Random,25.07,"27,8,72","21,-6,-7"
242,195.952,24.014,151.56,10223.74,35.724,12210.0,124.7,(24756),[-5-306],Other/Random,27.02,"24,7,56","-5,-30,6"
243,204.407,28.821,135.69,10318.88,9.0,576.0,27.08,(9418),[-16-5621],Other/Random,32.53,"9,4,18","-16,-56,21"
244,197.803,38.025,135.72,10346.88,13.135,666.0,29.12,(314),[-3-84],Other/Random,33.69,"3,1,4","-3,-8,4"
245,91.177,15.023,254.06,10372.01,9.333,729.0,30.47,(207),[28-8-7],Other/Random,21.03,"2,0,7","28,-8,-7"
246,1.73,36.553,345.33,10399.14,4.138,261.0,18.23,(304),[16-1],Other/Random,15.83,"3,0,4","1,6,-1"
247,64.601,15.296,273.84,10426.8,4.05,360.0,21.41,(-9-4-36),[-35-1410],Other/Random,26.38,"-9,-4,-36","-35,-14,10"
248,300.561,40.0,64.56,10546.34,40.763,16150.0,143.38,(537),[-705],Other/Random,21.25,"5,3,7","-7,0,5"
