grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int,on_Lambda_fiber,Lambda_fiber_deviation_deg,on_Gamma_fiber,Gamma_fiber_deviation_deg,on_Eta_fiber,Eta_fiber_deviation_deg,on_Alpha_fiber,Alpha_fiber_deviation_deg
1309,358.676,10.682,330.3,7788.49,159.818,891.0,33.68,(001),[-27455],Other/Random,17.57,"0,0,1","-27,45,5",True,10.68,False,47.41,False,31.0,False,15.32
1310,346.63,4.955,27.93,8203.92,164.437,2061.0,51.23,(001),[100],Other/Random,15.38,"0,0,1","1,0,0",True,4.95,False,50.56,True,14.65,False,30.61
1311,200.281,29.578,124.53,9827.97,155.7,990.0,35.5,(25945),[-6-105],Other/Random,31.13,"25,9,45","-6,-10,5",False,29.58,False,29.75,False,38.74,False,27.4
1312,240.008,15.256,108.14,9877.03,147.281,288.0,19.15,(-7-4-28),[204-5],Other/Random,19.3,"-7,-4,-28","20,4,-5",False,15.26,False,40.14,False,18.25,False,31.97
1313,224.906,48.254,124.67,11053.09,187.922,4131.0,72.52,(-111),[101],Other/Random,32.63,"-1,1,1","1,0,1",False,48.25,True,6.48,False,37.86,True,7.19
1314,224.012,50.766,129.7,11071.12,160.886,630.0,28.32,(-111),[101],Other/Random,35.0,"-1,1,1","1,0,1",False,50.77,True,4.05,False,37.11,True,9.83
1315,134.356,41.353,236.45,12698.57,173.809,2538.0,56.85,(111),[10-1],Other/Random,30.14,"1,1,1","1,0,-1",False,41.35,True,13.39,False,33.52,True,11.8
1316,187.728,16.668,197.92,12772.57,157.602,792.0,31.76,(207),[4-9-1],Other/Random,25.49,"2,0,7","4,-9,-1",False,16.67,False,42.32,False,25.42,False,20.66
1317,190.279,19.921,183.63,12991.0,142.0,27.0,5.86,(27872),[100],Other/Random,24.26,"27,8,72","1,0,0",False,19.92,False,39.51,True,13.75,False,31.33
1318,27.481,27.418,314.22,13933.29,145.286,63.0,8.96,(16936),[28-3],Other/Random,32.87,"16,9,36","2,8,-3",False,27.42,False,29.42,False,24.18,False,28.55
1319,28.833,46.214,328.09,14219.77,165.254,1278.0,40.34,(16918),[-763-27],Other/Random,23.51,"16,9,18","-7,63,-27",False,46.21,False,15.06,False,23.07,False,23.02
1320,204.019,32.19,124.34,904.58,159.5,324.0,20.31,(16728),[-9-1810],Other/Random,34.78,"16,7,28","-9,-18,10",False,32.19,False,26.53,False,36.9,False,28.78
1321,290.189,9.514,52.41,1286.73,181.573,3915.0,70.6,(001),[-2173],Other/Random,19.81,"0,0,1","-21,7,3",True,9.51,False,46.22,False,19.26,False,28.16
1322,183.026,44.614,167.06,1695.04,165.101,1341.0,41.32,(110),[001],Goss {110}<001>,11.01,"1,1,0","0,0,1",False,44.61,False,33.14,True,10.99,False,36.36
1323,154.096,49.537,222.16,2634.47,161.876,873.0,33.34,(212),[10-1],Other/Random,31.13,"2,1,2","1,0,-1",False,46.81,False,15.91,False,31.01,True,14.73
1324,188.437,17.548,173.18,2805.39,157.258,279.0,18.85,(103),[100],Other/Random,17.62,"1,0,3","1,0,0",False,17.55,False,41.56,True,2.82,False,42.98
1325,163.698,30.107,180.08,2829.29,158.135,936.0,34.52,(-10-3-18),[2-70],Other/Random,22.0,"-10,-3,-18","2,-7,0",False,30.11,False,30.83,False,16.23,False,28.77
1326,216.353,26.19,127.84,4338.86,172.764,3321.0,65.03,(141035),[-16-7227],Other/Random,30.52,"14,10,35","-16,-72,27",False,26.19,False,29.03,False,23.92,False,26.77
1327,190.503,47.008,148.8,4793.98,178.945,2943.0,61.21,(-5-1-5),[-276314],Other/Random,25.12,"-5,-1,-5","-27,63,14",False,44.01,False,27.64,False,25.12,False,24.75
1328,199.988,27.163,195.6,6159.12,193.658,9837.0,111.91,(316),[110],Other/Random,28.72,"3,1,6","1,1,0",False,27.16,False,31.63,False,34.58,True,13.09
1329,179.33,36.132,211.44,6747.66,170.64,1800.0,47.87,(-50-7),[-4-83],Other/Random,32.15,"-5,0,-7","-4,-8,3",False,36.13,False,35.84,False,30.9,False,26.16
1330,175.361,40.156,212.86,7171.98,170.565,2853.0,60.27,(-15-2-18),[-2-52],Other/Random,29.99,"-15,-2,-18","-2,-5,2",False,40.16,False,32.6,False,29.45,False,30.33
1331,228.14,46.944,116.42,10872.35,184.733,3303.0,64.85,(-111),[101],Other/Random,30.01,"-1,1,1","1,0,1",False,46.94,True,8.16,False,41.21,True,5.93
1332,239.223,48.546,128.74,11093.79,176.101,2133.0,52.11,(-111),[72-27-56],Other/Random,28.41,"-1,1,1","72,-27,-56",False,48.55,True,12.73,False,40.19,False,17.54
1333,101.139,43.066,235.36,11137.42,183.134,3825.0,69.79,(16318),[40-25-32],Other/Random,27.77,"16,3,18","40,-25,-32",False,43.07,False,27.78,False,45.61,False,26.89
1334,205.301,39.123,136.41,11409.11,177.448,2349.0,54.69,(9412),[-2-105],Other/Random,30.34,"9,4,12","-2,-10,5",False,39.12,False,21.1,False,27.94,False,21.2
1335,278.397,5.279,41.22,12335.63,181.438,3285.0,64.67,(001),[110],Rotated Cube {001}<110>,7.01,"0,0,1","1,1,0",True,5.28,False,50.56,False,40.63,True,5.68
1336,277.633,4.549,56.27,12526.66,190.219,4563.0,76.22,(001),[-1892],Other/Random,19.44,"0,0,1","-18,9,2",True,4.55,False,51.17,False,26.43,False,19.18
1337,196.201,23.479,184.74,12985.69,166.183,1872.0,48.82,(24756),[3-80],Other/Random,29.54,"24,7,56","3,-8,0",False,23.48,False,35.45,False,20.63,False,24.52
1338,195.492,34.401,149.06,13829.2,176.293,2367.0,54.9,(416),[-7-3510],Other/Random,23.77,"4,1,6","-7,-35,10",False,34.4,False,28.62,False,19.97,False,29.54
1339,190.841,6.867,127.64,14193.0,156.675,720.0,30.28,(001),[110],Rotated Cube {001}<110>,7.7,"0,0,1","1,1,0",True,6.87,False,49.16,False,41.61,True,6.56
1340,310.283,29.438,68.53,15459.91,179.59,3816.0,69.7,(242156),[-63-1835],Other/Random,30.41,"24,21,56","-63,-18,35",False,29.44,False,25.48,False,31.25,False,21.89
1341,349.568,30.233,43.7,16653.57,167.094,477.0,24.64,(-36-7-63),[3563-27],Other/Random,32.38,"-36,-7,-63","35,63,-27",False,30.23,False,33.14,False,35.01,False,25.61
1342,185.824,21.407,171.4,16690.67,172.067,3240.0,64.23,(205),[100],Other/Random,21.58,"2,0,5","1,0,0",False,21.41,False,39.78,True,3.82,False,41.92
1343,267.764,6.271,115.1,334.63,152.829,315.0,20.03,(001),[63-27-7],Other/Random,23.0,"0,0,1","63,-27,-7",True,6.27,False,50.25,False,23.65,False,22.69
1344,2.561,44.445,358.9,2525.93,186.32,6327.0,89.75,(110),[001],Goss {110}<001>,2.02,"1,1,0","0,0,1",False,44.44,False,33.48,True,1.94,False,43.23
1345,37.996,43.14,320.71,2584.79,158.838,333.0,20.59,(1-11),[-18-4],Other/Random,28.6,"1,-1,1","-1,8,-4",False,43.14,True,12.73,False,26.57,False,20.18
1346,304.422,18.424,41.93,2889.5,161.761,1692.0,46.41,(10735),[-631814],Other/Random,22.89,"10,7,35","-63,18,14",False,18.42,False,36.73,False,19.35,False,32.04
1347,182.725,27.39,198.05,4446.0,148.5,36.0,6.77,(102),[7-21-3],Other/Random,26.84,"1,0,2","7,-21,-3",False,27.39,False,37.76,False,20.51,False,27.31
1348,218.842,19.776,126.91,4486.04,196.715,10270.0,114.35,(181463),[-14-6318],Other/Random,24.33,"18,14,63","-14,-63,18",False,19.78,False,35.12,False,20.0,False,31.16
1349,138.961,53.419,214.91,5263.8,148.8,90.0,10.7,(111),[-59-3],Other/Random,32.64,"1,1,1","-5,9,-3",False,52.72,True,3.47,False,32.6,False,22.98
1350,69.345,26.479,249.3,5539.75,167.157,1665.0,46.04,(-8-3-18),[-8-85],Other/Random,26.72,"-8,-3,-18","-8,-8,5",False,26.48,False,31.95,False,48.79,False,24.69
1351,39.782,19.18,300.49,5967.31,163.276,783.0,31.57,(9836),[13-1],Other/Random,27.45,"9,8,36","1,3,-1",False,19.18,False,35.66,False,24.4,False,31.06
1352,314.105,32.332,54.2,6835.5,154.826,414.0,22.96,(449),[-18-29],Other/Random,29.66,"4,4,9","-18,-2,9",False,32.33,False,22.41,False,25.94,False,19.51
1353,321.817,17.3,62.76,7307.72,179.281,1314.0,40.9,(-5-4-20),[37-2],Other/Random,26.71,"-5,-4,-20","3,7,-2",False,17.3,False,37.6,False,27.81,False,26.21
1354,28.868,15.692,311.52,8875.43,164.921,684.0,29.51,(7428),[39-2],Other/Random,25.07,"7,4,28","3,9,-2",False,15.69,False,39.83,False,21.8,False,28.76
1355,178.556,17.009,204.61,10234.22,157.781,576.0,27.08,(-20-7),[-16-405],Other/Random,27.61,"-2,0,-7","-16,-40,5",False,17.01,False,43.52,False,23.23,False,23.79
1356,257.973,35.416,73.88,11483.27,177.729,2520.0,56.64,(-5-1-7),[7245-56],Other/Random,28.13,"-5,-1,-7","72,45,-56",False,35.42,False,29.83,False,44.94,False,26.59
1357,222.758,4.696,116.28,12672.0,151.125,72.0,9.57,(001),[-27-728],Other/Random,21.48,"0,0,1","-27,-72,8",True,4.7,False,50.04,False,21.29,False,24.46
1358,5.201,45.207,321.45,12847.52,169.681,819.0,32.29,(-9-1-9),[5-9-4],Other/Random,35.07,"-9,-1,-9","5,-9,-4",False,45.03,False,31.58,False,35.05,False,26.93
1359,186.648,34.115,191.97,12940.16,173.89,1476.0,43.35,(619),[16-56-7],Other/Random,20.69,"6,1,9","16,-56,-7",False,34.11,False,33.16,False,17.86,False,29.11
1360,234.177,1.905,163.35,15387.82,169.926,2916.0,60.93,(001),[110],Rotated Cube {001}<110>,7.71,"0,0,1","1,1,0",True,1.9,False,52.86,False,37.54,True,7.48
1361,10.913,41.213,323.87,16082.75,184.096,6975.0,94.24,(36742),[39-4],Other/Random,29.34,"36,7,42","3,9,-4",False,41.21,False,28.38,False,28.71,False,26.51
1362,5.265,44.024,328.29,807.95,188.48,3996.0,71.33,(919),[515-6],Other/Random,28.21,"9,1,9","5,15,-6",False,44.02,False,31.62,False,28.14,False,28.14
1363,26.703,39.761,309.67,917.17,166.724,783.0,31.57,(638),[1035-21],Other/Random,35.56,"6,3,8","10,35,-21",False,39.76,False,20.01,False,33.26,False,20.05
1364,212.0,49.3,130.05,3368.44,168.447,1449.0,42.95,(-111),[101],Other/Random,36.42,"-1,1,1","1,0,1",False,49.3,True,11.58,False,35.88,True,10.5
1365,197.911,36.743,131.88,3547.83,173.906,2007.0,50.55,(451463),[-4-95],Other/Random,37.25,"45,14,63","-4,-9,5",False,36.74,False,26.17,False,35.04,False,26.64
1366,179.993,35.615,153.31,4103.0,154.0,54.0,8.29,(-50-7),[14-35-10],Other/Random,28.27,"-5,0,-7","14,-35,-10",False,35.62,False,36.33,False,26.7,False,27.13
1367,159.671,41.418,184.79,5270.65,154.059,153.0,13.96,(-35-12-42),[18-637],Other/Random,17.52,"-35,-12,-42","18,-63,7",False,41.42,False,22.51,False,17.02,False,28.43
1368,178.967,16.54,163.86,5647.23,172.259,3087.0,62.69,(-20-7),[18-63-7],Other/Random,23.8,"-2,0,-7","18,-63,-7",False,16.54,False,43.88,False,17.13,False,28.79
1369,93.591,5.861,233.8,6947.78,185.323,2952.0,61.31,(001),[110],Rotated Cube {001}<110>,13.7,"0,0,1","1,1,0",True,5.86,False,50.44,False,33.05,True,13.12
1370,90.758,32.23,300.98,8663.7,156.0,90.0,10.7,(508),[5640-35],Other/Random,34.0,"5,0,8","56,40,-35",False,32.23,False,36.84,False,44.08,False,28.52
1371,11.335,23.971,334.66,8771.07,199.763,9081.0,107.53,(27763),[418-3],Other/Random,26.97,"27,7,63","4,18,-3",False,23.97,False,36.52,False,15.63,False,34.26
1372,313.692,42.677,63.64,9505.28,168.95,1080.0,37.08,(-1-11),[101],Other/Random,30.52,"-1,-1,1","1,0,1",False,42.68,True,12.1,False,38.46,True,10.53
1373,148.758,51.697,226.07,9849.92,177.503,3330.0,65.11,(111),[10-1],Other/Random,34.59,"1,1,1","1,0,-1",False,47.86,True,11.42,False,34.44,True,10.65
1374,200.933,50.79,137.75,10133.67,190.642,3618.0,67.87,(-7-3-8),[-15244],Other/Random,32.52,"-7,-3,-8","-15,24,4",False,43.64,False,19.5,False,32.52,False,15.28
1375,240.254,46.693,110.19,10696.37,186.017,1638.0,45.67,(-111),[101],Other/Random,21.3,"-1,1,1","1,0,1",False,46.69,True,14.25,False,43.1,True,2.22
1376,149.159,46.487,223.69,10759.75,163.744,387.0,22.2,(111),[0-74],Other/Random,30.95,"1,1,1","0,-7,4",False,46.49,True,13.67,False,30.16,False,15.07
1377,27.819,40.469,316.69,11768.23,183.66,2700.0,58.63,(15820),[214-7],Other/Random,29.69,"15,8,20","2,14,-7",False,40.47,False,19.0,False,27.49,False,19.6
1378,18.319,48.282,322.46,12279.52,159.13,207.0,16.23,(-8-3-9),[7-14-2],Other/Random,28.36,"-8,-3,-9","7,-14,-2",False,44.88,False,21.76,False,28.33,False,19.27
1379,189.924,19.769,186.12,13008.75,156.25,108.0,11.73,(319),[2-70],Other/Random,25.41,"3,1,9","2,-7,0",False,19.77,False,39.71,False,15.82,False,29.38
1380,176.68,30.527,209.06,13191.6,151.8,45.0,7.57,(-30-5),[-14-3510],Other/Random,30.12,"-3,0,-5","-14,-35,10",False,30.53,False,36.19,False,26.25,False,26.65
1381,216.401,51.456,138.67,13896.61,188.451,6300.0,89.56,(-111),[-2135-5],Other/Random,32.16,"-1,1,1","-21,35,-5",False,50.99,True,7.61,False,31.94,False,15.14
1382,124.254,51.14,238.35,16738.02,169.418,990.0,35.5,(111),[10-1],Other/Random,27.29,"1,1,1","1,0,-1",False,49.94,True,9.29,False,42.54,True,8.22
1383,232.347,51.257,132.22,17001.16,197.552,6201.0,88.86,(-111),[12-4-9],Other/Random,32.83,"-1,1,1","12,-4,-9",False,51.26,True,6.82,False,38.97,False,16.63
1384,344.073,32.724,347.81,591.38,180.301,3321.0,65.03,(-15-4-24),[-481],Other/Random,29.22,"-15,-4,-24","-4,8,1",False,32.72,False,29.37,False,26.98,False,19.84
1385,326.449,47.303,54.9,1756.72,175.554,1008.0,35.82,(-1-11),[101],Other/Random,39.34,"-1,-1,1","1,0,1",False,47.3,True,11.58,False,38.2,True,11.23
1386,180.37,14.33,209.29,2170.9,171.132,612.0,27.91,(001),[35-63-9],Other/Random,20.96,"0,0,1","35,-63,-9",True,14.33,False,45.32,False,29.65,False,17.51
1387,336.498,37.878,43.53,3175.0,178.64,1350.0,41.46,(-15-7-21),[14-2],Other/Random,30.8,"-15,-7,-21","1,4,-2",False,37.88,False,22.76,False,28.16,False,22.71
1388,232.02,45.543,124.02,3225.45,191.124,5301.0,82.15,(-111),[101],Other/Random,27.57,"-1,1,1","1,0,1",False,45.54,True,10.65,False,36.69,True,9.83
1389,334.027,23.631,46.7,3455.44,183.897,1836.0,48.35,(-2-1-5),[13-1],Other/Random,31.34,"-2,-1,-5","1,3,-1",False,23.63,False,33.03,False,24.69,False,31.36
1390,206.537,28.138,136.56,3984.54,159.964,252.0,17.91,(214),[-3-124],Other/Random,31.42,"2,1,4","-3,-12,4",False,28.14,False,29.03,False,23.0,False,28.34
1391,46.012,22.158,274.46,4387.51,174.78,1593.0,45.04,(-2-2-7),[-10-85],Other/Random,22.82,"-2,-2,-7","-10,-8,5",False,22.16,False,32.58,False,44.08,False,22.81
1392,134.15,41.147,205.49,4441.2,155.4,45.0,7.57,(111),[6-3-2],Other/Random,32.28,"1,1,1","6,-3,-2",False,41.15,True,13.6,False,30.54,False,24.86
1393,160.353,23.309,174.83,5026.9,227.493,17720.0,150.21,(-14-5-35),[4-90],Other/Random,30.74,"-14,-5,-35","4,-9,0",False,23.31,False,34.7,False,24.48,False,20.7
1394,32.255,13.022,346.6,7112.43,165.529,612.0,27.91,(001),[-130],Other/Random,22.88,"0,0,1","-1,3,0",True,13.02,False,42.1,False,19.41,False,25.97
1395,199.332,25.257,183.82,7355.51,174.879,1044.0,36.46,(8318),[3-70],Other/Random,29.93,"8,3,18","3,-7,0",False,25.26,False,33.26,False,22.84,False,22.27
1396,173.671,43.041,207.46,8156.83,172.963,1458.0,43.09,(-8-1-9),[-3-124],Other/Random,23.4,"-8,-1,-9","-3,-12,4",False,43.04,False,31.01,False,23.21,False,29.26
1397,352.111,16.554,350.4,8992.5,153.0,18.0,4.79,(-20-7),[-270],Other/Random,24.04,"-2,0,-7","-2,7,0",False,16.55,False,42.36,False,17.31,False,28.02
1398,57.312,40.185,311.69,9014.07,177.252,2250.0,53.52,(-45-28-63),[-724],Other/Random,28.28,"-45,-28,-63","-7,2,4",False,40.18,False,17.1,False,32.93,False,20.9
1399,337.685,52.44,49.77,9312.58,173.007,1386.0,42.01,(251230),[101],Other/Random,39.27,"25,12,30","1,0,1",False,42.83,False,18.35,False,39.27,True,12.74
1400,37.473,44.074,306.51,9343.44,170.59,1053.0,36.62,(1-11),[10-1],Other/Random,36.24,"1,-1,1","1,0,-1",False,44.07,True,12.08,False,34.56,True,12.14
1401,333.27,50.211,39.75,9380.71,208.196,7047.0,94.72,(16918),[4-70],Other/Random,29.52,"16,9,18","4,-7,0",False,46.66,False,15.15,False,29.46,False,15.6
1402,226.372,32.331,123.06,10787.35,161.217,207.0,16.23,(-4-4-9),[182-9],Other/Random,29.46,"-4,-4,-9","18,2,-9",False,32.33,False,22.42,False,27.25,False,18.99
1403,184.537,31.238,188.14,12279.59,169.987,693.0,29.7,(305),[100],Other/Random,18.28,"3,0,5","1,0,0",False,31.24,False,35.33,True,12.25,False,33.72
1404,221.772,52.436,133.87,12465.0,156.0,27.0,5.86,(-111),[101],Other/Random,36.41,"-1,1,1","1,0,1",False,52.44,True,3.47,False,35.94,True,12.42
1405,126.269,53.325,223.42,13161.14,175.763,2160.0,52.44,(111),[4528-63],Other/Random,36.0,"1,1,1","45,28,-63",False,49.71,True,7.2,False,40.48,False,21.92
1406,171.852,26.121,209.86,13204.5,164.526,342.0,20.87,(-9-2-18),[-4-123],Other/Random,30.13,"-9,-2,-18","-4,-12,3",False,26.12,False,36.29,False,22.8,False,28.62
1407,152.178,49.89,219.75,13402.24,176.311,1332.0,41.18,(111),[-590],Other/Random,29.39,"1,1,1","-5,9,0",False,47.44,True,14.4,False,29.28,False,15.72
1408,26.003,9.816,351.73,13967.57,184.94,3312.0,64.94,(001),[-130],Other/Random,20.25,"0,0,1","-1,3,0",True,9.82,False,45.53,False,17.91,False,27.18
1409,24.271,26.12,357.44,15312.88,183.988,3663.0,68.29,(20945),[-250],Other/Random,29.07,"20,9,45","-2,5,0",False,26.12,False,31.29,False,22.0,False,23.05
1410,357.785,31.1,329.94,16296.56,184.764,4086.0,72.13,(-30-5),[-356318],Other/Random,33.54,"-3,0,-5","-35,63,18",False,31.1,False,36.5,False,31.98,False,22.1
1411,141.418,32.783,233.44,16912.72,159.429,126.0,12.67,(-5-4-10),[-1-63],Other/Random,33.89,"-5,-4,-10","-1,-6,3",False,32.78,False,22.37,False,27.53,False,20.84
1412,232.062,53.255,137.02,17177.66,183.861,3483.0,66.59,(-111),[53-7],Other/Random,36.46,"-1,1,1","5,3,-7",False,50.8,True,5.9,False,39.52,False,21.29
1413,217.736,43.847,144.3,17230.0,165.613,837.0,32.65,(-111),[3-188],Other/Random,27.44,"-1,1,1","3,-18,8",False,43.85,True,12.19,False,25.87,False,22.77
1414,228.627,54.576,138.92,17257.6,169.688,576.0,27.08,(-111),[106-15],Other/Random,38.65,"-1,1,1","10,6,-15",False,52.3,True,2.96,False,38.37,False,21.09
1415,22.825,13.111,307.52,389.42,174.205,792.0,31.76,(001),[2545-9],Other/Random,20.16,"0,0,1","25,45,-9",True,13.11,False,42.79,False,30.57,False,19.06
1416,358.876,42.51,345.1,1727.83,174.344,1098.0,37.39,(-80-9),[-4183],Other/Random,15.93,"-8,0,-9","-4,18,3",False,42.51,False,34.58,False,15.75,False,34.11
1417,158.42,40.939,214.38,2363.88,177.754,1791.0,47.75,(-12-5-15),[-5-4518],Other/Random,23.9,"-12,-5,-15","-5,-45,18",False,40.94,False,22.02,False,22.43,False,23.76
1418,151.406,49.95,220.73,3088.5,175.355,558.0,26.65,(111),[-470],Other/Random,30.1,"1,1,1","-4,7,0",False,47.77,True,13.82,False,29.97,False,15.04
1419,168.667,41.183,173.53,4423.21,171.911,1008.0,35.82,(-36-7-42),[18-63-7],Other/Random,17.08,"-36,-7,-42","18,-63,-7",False,41.18,False,28.12,False,16.75,False,29.07
1420,304.998,25.649,51.13,4831.74,167.7,450.0,23.94,(141035),[-813],Other/Random,25.93,"14,10,35","-8,1,3",False,25.65,False,29.71,False,20.79,False,25.93
1421,54.213,53.539,305.86,5426.4,183.204,2115.0,51.89,(1-11),[10-1],Other/Random,30.57,"1,-1,1","1,0,-1",False,49.28,True,7.56,False,42.84,True,11.65
1422,321.209,43.479,62.18,5447.47,165.118,459.0,24.17,(-1-11),[101],Other/Random,36.5,"-1,-1,1","1,0,1",False,43.48,True,12.19,False,40.02,True,13.63
1423,178.977,32.696,205.85,7136.58,180.442,1404.0,42.28,(-50-8),[-3-82],Other/Random,27.87,"-5,0,-8","-3,-8,2",False,32.7,False,36.56,False,24.99,False,27.26
1424,163.698,4.988,217.89,7213.43,182.222,1422.0,42.55,(001),[-18-455],Other/Random,22.15,"0,0,1","-18,-45,5",True,4.99,False,50.4,False,21.69,False,23.7
1425,174.649,29.388,148.29,8292.15,186.785,2853.0,60.27,(-50-9),[2-3-1],Other/Random,30.42,"-5,0,-9","2,-3,-1",False,29.39,False,35.75,False,36.46,False,18.69
1426,0.302,35.053,350.32,8673.65,179.938,1728.0,46.91,(110),[001],Goss {110}<001>,13.71,"1,1,0","0,0,1",False,35.05,False,36.3,True,9.43,False,37.7
1427,328.72,31.435,60.05,8742.95,171.2,540.0,26.22,(-3-2-6),[49-5],Other/Random,35.28,"-3,-2,-6","4,9,-5",False,31.44,False,25.0,False,35.85,False,26.79
1428,193.531,25.434,145.13,9544.03,188.267,3609.0,67.79,(419),[-4-123],Other/Random,31.49,"4,1,9","-4,-12,3",False,25.43,False,34.87,False,23.3,False,29.69
1429,216.821,51.356,129.55,10242.11,206.283,6210.0,88.92,(-111),[101],Other/Random,37.56,"-1,1,1","1,0,1",False,51.3,True,7.35,False,37.03,True,7.97
1430,211.742,14.715,131.6,10772.4,157.2,45.0,7.57,(001),[-10-357],Other/Random,22.19,"0,0,1","-10,-35,7",True,14.71,False,40.51,False,19.07,False,31.1
1431,280.095,34.504,94.43,11537.1,194.0,4617.0,76.67,(16324),[-7-25],Other/Random,17.33,"16,3,24","-7,-2,5",False,34.5,False,31.23,False,37.31,False,15.9
1432,188.353,29.791,153.92,11936.64,185.705,2835.0,60.08,(36763),[-9-368],Other/Random,25.08,"36,7,63","-9,-36,8",False,29.79,False,34.26,False,19.25,False,32.62
1433,312.337,52.445,46.67,12205.12,213.404,11450.0,120.73,(-1-11),[101],Other/Random,35.36,"-1,-1,1","1,0,1",False,52.45,True,3.14,False,37.82,True,14.92
1434,111.703,48.806,224.98,12476.67,164.0,405.0,22.71,(-40-18-45),[4945-63],Other/Random,34.1,"-40,-18,-45","49,45,-63",False,45.64,False,19.17,False,46.04,False,29.9
1435,234.429,44.961,140.12,12497.78,165.375,360.0,21.41,(-111),[9-4-5],Other/Random,34.86,"-1,1,1","9,-4,-5",False,44.96,True,12.13,False,35.37,False,26.24
1436,325.741,58.341,45.66,13207.95,196.576,2862.0,60.37,(-1-11),[101],Other/Random,37.94,"-1,-1,1","1,0,1",False,45.29,True,9.65,False,37.91,True,8.75
1437,120.542,11.234,251.11,16809.85,198.363,3573.0,67.45,(001),[51-1],Other/Random,16.17,"0,0,1","5,1,-1",True,11.23,False,43.92,False,15.47,False,35.14
1438,115.99,48.931,220.75,330.67,179.564,1485.0,43.48,(-2-1-2),[22-3],Other/Random,36.68,"-2,-1,-2","2,2,-3",False,47.34,False,15.99,False,44.16,False,31.14
1439,211.447,45.647,132.74,1953.72,186.94,3618.0,67.87,(-111),[101],Other/Random,33.24,"-1,1,1","1,0,1",False,45.65,True,13.79,False,32.13,True,14.03
1440,321.977,56.364,40.99,1998.08,176.961,693.0,29.7,(-1-11),[6-92],Other/Random,35.07,"-1,-1,1","6,-9,2",False,49.01,True,5.98,False,35.07,False,15.23
1441,329.563,52.564,50.07,3109.46,166.865,333.0,20.59,(-1-11),[101],Other/Random,37.98,"-1,-1,1","1,0,1",False,46.8,True,11.92,False,37.86,True,8.57
1442,192.937,37.639,136.21,3872.46,210.257,8424.0,103.57,(9212),[-8-189],Other/Random,35.79,"9,2,12","-8,-18,9",False,37.64,False,28.39,False,34.29,False,27.99
1443,308.346,56.696,37.39,3964.51,200.606,4590.0,76.45,(-1-11),[-6-59],Other/Random,41.1,"-1,-1,1","-6,-5,9",False,49.04,True,5.84,False,41.02,False,26.83
1444,213.492,22.767,138.76,4009.28,171.0,675.0,29.32,(329),[-4-369],Other/Random,24.03,"3,2,9","-4,-36,9",False,22.77,False,32.65,False,15.73,False,30.57
1445,201.593,18.68,141.09,4106.22,179.931,2340.0,54.58,(8324),[-18-6314],Other/Random,25.42,"8,3,24","-18,-63,14",False,18.68,False,38.1,False,19.52,False,31.22
1446,206.467,2.945,178.17,4227.39,180.352,1611.0,45.29,(001),[4-90],Other/Random,20.57,"0,0,1","4,-9,0",True,2.94,False,51.95,False,24.64,False,20.36
1447,83.056,46.5,315.79,5254.68,216.712,7020.0,94.54,(818),[-49-6354],Other/Random,41.26,"8,1,8","-49,-63,54",False,43.94,False,30.26,False,49.19,False,30.65
1448,194.095,24.008,145.42,5276.38,169.655,783.0,31.57,(27763),[-4-123],Other/Random,31.46,"27,7,63","-4,-12,3",False,24.01,False,35.66,False,22.36,False,29.8
1449,167.125,43.184,213.96,6524.7,165.9,90.0,10.7,(-40-9-45),[-14-6327],Other/Random,26.3,"-40,-9,-45","-14,-63,27",False,43.18,False,26.6,False,25.93,False,25.01
1450,216.125,39.221,117.24,7394.59,194.917,3564.0,67.36,(436),[-21-5640],Other/Random,38.37,"4,3,6","-21,-56,40",False,39.22,False,16.79,False,39.12,False,18.9
1451,356.631,35.988,349.02,8478.6,181.397,1314.0,40.9,(-50-7),[100],Other/Random,16.41,"-5,0,-7","1,0,0",False,35.99,False,34.33,True,13.85,False,33.27
1452,45.322,46.822,318.34,9988.69,177.156,1215.0,39.33,(1-11),[-28716],Other/Random,33.45,"1,-1,1","-28,7,16",False,46.82,True,7.92,False,31.93,False,19.46
1453,199.299,31.028,143.65,10186.19,234.833,7875.0,100.13,(20735),[-2-93],Other/Random,27.71,"20,7,35","-2,-9,3",False,31.03,False,29.08,False,21.87,False,29.28
1454,183.554,26.418,163.78,10451.0,161.5,54.0,8.29,(102),[100],Other/Random,22.9,"1,0,2","1,0,0",False,26.42,False,37.87,True,13.13,False,34.61
1455,224.843,25.453,124.44,10778.32,181.446,990.0,35.5,(113),[-8-5621],Other/Random,27.58,"1,1,3","-8,-56,21",False,25.45,False,29.28,False,22.16,False,25.11
1456,55.9,57.192,325.92,11711.08,205.583,6516.0,91.08,(1-11),[-14-1521],Other/Random,44.34,"1,-1,1","-14,-15,21",False,45.89,True,9.35,False,44.29,False,29.46
1457,159.981,16.782,222.56,12409.64,187.147,2331.0,54.48,(-18-7-63),[-18-4510],Other/Random,27.97,"-18,-7,-63","-18,-45,10",False,16.78,False,39.96,False,23.97,False,26.1
1458,2.835,40.074,353.28,13588.58,180.572,1935.0,49.64,(110),[001],Goss {110}<001>,7.02,"1,1,0","0,0,1",False,40.07,False,33.76,True,4.9,False,40.73
