grain_id,phi1,Phi,phi2,x,y,area,diameter,hkl,uvw,nearest_component,angle_to_nearest_component_deg,hkl_int,uvw_int,on_Lambda_fiber,Lambda_fiber_deviation_deg,on_Gamma_fiber,Gamma_fiber_deviation_deg,on_Eta_fiber,Eta_fiber_deviation_deg,on_Alpha_fiber,Alpha_fiber_deviation_deg
661,3.809,16.432,324.3,16763.21,56.625,648.0,28.72,(207),[35-1],Other/Random,20.99,"2,0,7","3,5,-1",False,16.43,False,43.32,False,32.06,False,17.06
662,179.487,21.738,169.13,1255.0,49.333,81.0,10.16,(-20-5),[100],Other/Random,24.51,"-2,0,-5","1,0,0",False,21.74,False,41.23,True,11.35,False,34.58
663,24.564,51.342,309.92,2020.13,63.375,576.0,27.08,(-63-32-72),[10-1],Other/Random,38.54,"-63,-32,-72","1,0,-1",False,44.75,False,16.64,False,38.48,True,12.31
664,154.984,14.095,176.54,3099.58,62.339,981.0,35.34,(001),[5-90],Other/Random,21.69,"0,0,1","5,-9,0",True,14.09,False,41.68,False,28.38,False,16.65
665,188.024,11.486,151.19,3462.22,63.181,747.0,30.84,(001),[-27-728],Other/Random,23.72,"0,0,1","-27,-72,8",True,11.49,False,45.92,False,21.0,False,25.27
666,33.168,40.429,314.99,3585.98,75.259,2187.0,52.77,(452863),[218-9],Other/Random,30.42,"45,28,63","2,18,-9",False,40.43,False,16.72,False,27.59,False,18.0
667,10.732,13.786,351.86,4392.55,60.091,594.0,27.5,(001),[100],Cube {001}<100>,14.03,"0,0,1","1,0,0",True,13.79,False,43.82,True,3.42,False,42.21
668,351.318,16.099,8.16,4561.67,64.821,1557.0,44.52,(-20-7),[100],Other/Random,16.11,"-2,0,-7","1,0,0",False,16.1,False,42.51,True,2.41,False,42.75
669,197.753,43.322,135.37,5009.5,48.5,54.0,8.29,(561863),[-7-2112],Other/Random,34.13,"56,18,63","-7,-21,12",False,43.32,False,23.36,False,33.53,False,21.52
670,183.539,38.688,172.9,5716.46,65.304,1242.0,39.77,(110),[001],Goss {110}<001>,8.08,"1,1,0","0,0,1",False,38.69,False,33.58,True,4.87,False,40.61
671,13.299,29.603,348.5,5834.44,76.747,3060.0,62.42,(40972),[100],Other/Random,17.32,"40,9,72","1,0,0",False,29.6,False,32.31,True,6.53,False,39.45
672,149.836,37.804,192.58,7600.03,66.342,2367.0,54.9,(-10-6-15),[21-568],Other/Random,23.39,"-10,-6,-15","21,-56,8",False,37.8,False,19.95,False,21.52,False,25.92
673,27.712,31.568,311.01,7792.26,82.271,4779.0,78.01,(351863),[1863-28],Other/Random,34.36,"35,18,63","18,63,-28",False,31.57,False,25.84,False,28.37,False,25.64
674,28.442,27.125,313.77,8184.81,67.065,1674.0,46.17,(16936),[28-3],Other/Random,32.35,"16,9,36","2,8,-3",False,27.12,False,29.46,False,23.88,False,28.43
675,131.501,38.593,231.65,9324.19,97.493,6003.0,87.43,(272545),[9-1-5],Other/Random,28.78,"27,25,45","9,-1,-5",False,38.59,False,16.34,False,29.52,False,16.0
676,338.154,18.251,341.54,12162.72,78.908,3123.0,63.06,(-16-7-56),[1-10],Other/Random,18.84,"-16,-7,-56","1,-1,0",False,18.25,False,38.43,False,39.78,True,7.95
677,157.291,36.785,227.74,13627.58,58.385,702.0,29.9,(-14-6-21),[-2-63],Other/Random,34.7,"-14,-6,-21","-2,-6,3",False,36.78,False,23.82,False,31.88,False,23.96
678,213.389,49.72,127.73,14932.98,71.129,1953.0,49.87,(-111),[101],Other/Random,38.22,"-1,1,1","1,0,1",False,49.72,True,10.45,False,37.6,True,9.28
679,310.828,46.381,49.69,313.83,70.169,1386.0,42.01,(-1-11),[101],Other/Random,30.97,"-1,-1,1","1,0,1",False,46.38,True,8.95,False,34.81,True,13.86
680,148.652,26.583,218.26,1221.46,93.294,8352.0,103.12,(-12-7-28),[-7-6318],Other/Random,27.45,"-12,-7,-28","-7,-63,18",False,26.58,False,29.38,False,16.53,False,29.09
681,198.666,18.933,149.72,1267.76,57.31,261.0,18.23,(319),[100],Other/Random,22.18,"3,1,9","1,0,0",False,18.93,False,38.41,True,13.88,False,35.85
682,348.104,19.61,5.01,2433.92,75.827,1404.0,42.28,(-3-1-9),[100],Other/Random,20.77,"-3,-1,-9","1,0,0",False,19.61,False,39.34,True,7.37,False,37.86
683,287.405,13.123,50.34,2521.29,63.912,918.0,34.19,(001),[-35157],Other/Random,25.79,"0,0,1","-35,15,7",True,13.12,False,43.4,False,25.0,False,24.09
684,173.638,39.924,206.83,2913.23,54.462,117.0,12.21,(-15-2-18),[-3-124],Other/Random,23.09,"-15,-2,-18","-3,-12,4",False,39.92,False,31.56,False,22.3,False,30.79
685,144.965,24.89,201.82,3440.6,53.3,270.0,18.54,(-3-2-8),[12-427],Other/Random,28.13,"-3,-2,-8","12,-42,7",False,24.89,False,30.44,False,17.5,False,31.13
686,329.219,29.443,58.17,6288.63,83.913,3402.0,65.81,(-7-4-14),[818-9],Other/Random,34.21,"-7,-4,-14","8,18,-9",False,29.44,False,26.89,False,33.72,False,27.94
687,37.576,34.461,300.12,6494.15,86.491,5148.0,80.96,(352763),[515-9],Other/Random,36.04,"35,27,63","5,15,-9",False,34.46,False,20.91,False,33.63,False,20.8
688,163.861,29.353,216.61,6800.26,88.967,4338.0,74.32,(-10-3-18),[-6-217],Other/Random,29.8,"-10,-3,-18","-6,-21,7",False,29.35,False,31.38,False,23.71,False,31.34
689,18.309,43.42,343.42,7685.25,62.177,1116.0,37.7,(110),[001],Goss {110}<001>,13.28,"1,1,0","0,0,1",False,43.42,False,22.96,True,12.84,False,34.09
690,157.665,31.767,230.73,7910.06,120.139,13370.0,130.45,(-36-14-63),[-8-189],Other/Random,35.75,"-36,-14,-63","-8,-18,9",False,31.77,False,27.44,False,33.32,False,28.47
691,60.013,29.083,286.47,8479.33,62.478,1449.0,42.95,(-7-4-14),[-45-925],Other/Random,24.96,"-7,-4,-14","-45,-9,25",False,29.08,False,27.39,False,29.82,False,19.43
692,47.469,57.892,315.75,9083.58,61.694,765.0,31.21,(1-11),[2756-72],Other/Random,39.54,"1,-1,1","27,56,-72",False,51.38,True,3.77,False,40.75,False,17.52
693,14.544,45.165,324.37,10099.72,78.344,3843.0,69.95,(414),[29-4],Other/Random,27.31,"4,1,4","2,9,-4",False,45.16,False,25.02,False,27.14,False,22.87
694,220.368,40.698,132.65,11672.19,55.364,198.0,15.88,(-111),[0-95],Other/Random,32.29,"-1,1,1","0,-9,5",False,40.7,True,14.44,False,28.67,False,16.36
695,161.969,7.779,219.73,12503.42,74.395,2277.0,53.84,(001),[-18-455],Other/Random,23.04,"0,0,1","-18,-45,5",True,7.78,False,47.89,False,21.98,False,24.05
696,165.304,34.954,226.86,13590.67,63.533,405.0,22.71,(-4-1-6),[-1-21],Other/Random,37.17,"-4,-1,-6","-1,-2,1",False,34.95,False,28.71,False,35.6,False,29.47
697,304.075,58.218,36.29,14239.37,54.545,198.0,15.88,(-1-11),[-5-57],Other/Random,43.28,"-1,-1,1","-5,-5,7",False,45.24,True,9.74,False,44.78,False,30.94
698,328.881,32.182,64.8,14990.35,77.038,3789.0,69.46,(-5-3-9),[3256-35],Other/Random,34.06,"-5,-3,-9","32,56,-35",False,32.18,False,24.38,False,40.51,False,28.55
699,39.94,3.704,302.12,15515.28,55.552,261.0,18.23,(001),[39-1],Other/Random,18.32,"0,0,1","3,9,-1",True,3.7,False,51.05,False,18.15,False,27.28
700,328.596,20.142,50.67,17100.95,57.632,171.0,14.76,(-5-3-15),[721-6],Other/Random,27.8,"-5,-3,-15","7,21,-6",False,20.14,False,35.38,False,23.17,False,31.26
701,22.37,43.687,313.34,17129.0,85.384,4761.0,77.86,(642772),[1035-21],Other/Random,34.24,"64,27,72","10,35,-21",False,43.69,False,20.27,False,33.4,False,19.0
702,195.661,37.259,125.31,490.83,65.306,972.0,35.18,(15420),[-15-2416],Other/Random,37.72,"15,4,20","-15,-24,16",False,37.26,False,27.07,False,42.96,False,29.91
703,326.614,12.936,19.61,2458.26,68.242,855.0,32.99,(001),[100],Other/Random,18.88,"0,0,1","1,0,0",True,12.94,False,42.12,True,14.86,False,31.03
704,175.829,19.562,161.92,2825.94,71.084,855.0,32.99,(-30-8),[18-45-5],Other/Random,29.55,"-3,0,-8","18,-45,-5",False,19.56,False,41.33,False,22.05,False,24.43
705,106.281,33.346,262.98,2919.45,71.023,774.0,31.39,(25840),[10-1],Other/Random,16.48,"25,8,40","1,0,-1",False,33.35,False,28.85,False,33.89,True,13.4
706,349.253,18.546,344.14,3020.95,94.152,7335.0,96.64,(-3-1-9),[-9182],Other/Random,26.06,"-3,-1,-9","-9,18,2",False,18.55,False,40.36,False,26.27,False,19.79
707,2.228,7.974,30.52,3749.28,74.354,2592.0,57.45,(001),[110],Rotated Cube {001}<110>,14.61,"0,0,1","1,1,0",True,7.97,False,49.09,False,32.73,True,13.12
708,8.521,28.601,355.94,4363.17,81.297,2088.0,51.56,(519),[100],Other/Random,17.37,"5,1,9","1,0,0",False,28.6,False,34.8,True,5.32,False,40.08
709,239.206,42.216,105.18,4977.57,66.724,1044.0,36.46,(-7-4-9),[101],Other/Random,22.51,"-7,-4,-9","1,0,1",False,42.22,False,16.37,False,41.58,True,9.07
710,352.878,27.389,47.18,5022.6,102.274,8568.0,104.45,(-9-2-18),[2736-16],Other/Random,27.82,"-9,-2,-18","27,36,-16",False,27.39,False,35.99,False,40.96,False,21.35
711,9.529,24.583,320.94,7389.0,52.5,18.0,4.79,(419),[714-4],Other/Random,28.98,"4,1,9","7,14,-4",False,24.58,False,36.71,False,30.61,False,23.47
712,20.054,39.726,334.88,7652.57,76.178,1926.0,49.52,(491863),[07-2],Other/Random,17.68,"49,18,63","0,7,-2",False,39.73,False,23.48,False,15.74,False,29.26
713,62.016,52.561,314.62,9241.89,67.271,1062.0,36.77,(1-11),[-4-35],Other/Random,34.03,"1,-1,1","-4,-3,5",False,45.48,True,13.86,False,44.63,False,25.46
714,69.693,48.037,306.54,9264.18,62.743,315.0,20.03,(838),[-5-36],Other/Random,26.98,"8,3,8","-5,-3,6",False,45.78,False,20.34,False,44.73,False,22.36
715,33.406,50.806,325.99,10761.86,66.19,567.0,26.87,(1-11),[3-61],Other/Random,27.61,"1,-1,1","3,-6,1",False,49.69,True,10.02,False,27.55,False,21.02
716,163.0,41.379,203.79,13034.77,82.457,3114.0,62.97,(-10-3-12),[0-72],Other/Random,16.61,"-10,-3,-12","0,-7,2",False,41.38,False,24.53,False,15.52,False,29.56
717,52.564,5.806,351.56,15339.83,88.46,3717.0,68.79,(001),[110],Rotated Cube {001}<110>,5.87,"0,0,1","1,1,0",True,5.81,False,48.98,False,44.17,True,1.19
718,200.668,22.807,143.07,16671.22,105.134,7038.0,94.66,(14535),[-1-41],Other/Random,27.95,"14,5,35","-1,-4,1",False,22.81,False,34.86,False,19.37,False,33.49
719,126.44,55.756,210.64,17212.93,67.205,1053.0,36.62,(111),[45-7],Other/Random,42.14,"1,1,1","4,5,-7",False,48.32,True,7.1,False,42.12,False,26.69
720,22.754,43.365,314.64,3538.22,94.376,4473.0,75.47,(738),[728-16],Other/Random,32.93,"7,3,8","7,28,-16",False,43.36,False,20.18,False,32.0,False,19.07
721,34.147,46.121,310.58,3624.05,92.154,3096.0,62.78,(1-11),[10-1],Other/Random,34.78,"1,-1,1","1,0,-1",False,46.12,True,11.99,False,33.5,True,12.38
722,119.046,15.518,250.92,4179.33,89.593,2322.0,54.37,(7428),[122-3],Other/Random,18.43,"7,4,28","12,2,-3",False,15.52,False,39.97,False,17.29,False,31.36
723,12.596,40.061,353.67,4274.61,80.844,2772.0,59.41,(110),[001],Goss {110}<001>,10.27,"1,1,0","0,0,1",False,40.06,False,27.68,True,8.74,False,37.45
724,215.196,49.491,137.81,4458.11,91.426,2007.0,50.55,(-111),[101],Other/Random,31.48,"-1,1,1","1,0,1",False,49.49,True,9.34,False,31.03,True,14.76
725,51.463,47.5,320.54,5226.09,76.421,2052.0,51.11,(1-11),[-351420],Other/Random,36.07,"1,-1,1","-35,14,20",False,47.5,True,8.81,False,35.23,False,24.64
726,209.126,47.424,165.22,7093.5,87.564,2970.0,61.49,(-111),[5-153],Other/Random,21.78,"-1,1,1","5,-15,3",False,47.42,True,14.32,False,21.77,False,28.01
727,220.204,41.927,125.95,7272.8,88.092,2943.0,61.21,(-111),[101],Other/Random,33.81,"-1,1,1","1,0,1",False,41.93,True,13.29,False,33.16,True,12.98
728,153.39,22.401,219.6,8246.38,63.103,261.0,18.23,(-15-8-40),[-4-205],Other/Random,25.85,"-15,-8,-40","-4,-20,5",False,22.4,False,34.0,False,17.66,False,32.27
729,201.237,34.862,121.17,9408.89,103.467,8649.0,104.94,(8312),[-15-2416],Other/Random,35.62,"8,3,12","-15,-24,16",False,34.86,False,25.73,False,42.55,False,29.91
730,168.582,44.706,203.87,9786.14,93.66,3681.0,68.46,(-5-1-5),[-7-6318],Other/Random,17.69,"-5,-1,-5","-7,-63,18",False,44.71,False,27.27,False,17.58,False,28.91
731,26.226,7.529,320.91,10680.78,60.774,279.0,18.85,(001),[100],Cube {001}<100>,14.9,"0,0,1","1,0,0",True,7.53,False,47.65,True,13.47,False,32.69
732,145.214,55.252,227.94,10705.55,71.391,576.0,27.08,(111),[10-1],Other/Random,37.71,"1,1,1","1,0,-1",False,47.56,True,8.38,False,37.66,True,7.64
733,192.366,10.242,193.26,11449.99,83.092,2259.0,53.63,(001),[1-20],Other/Random,21.89,"0,0,1","1,-2,0",True,10.24,False,46.34,False,25.52,False,19.71
734,332.969,45.09,48.62,12075.35,61.846,234.0,17.26,(-8-4-9),[840-25],Other/Random,34.86,"-8,-4,-9","8,40,-25",False,45.09,False,16.73,False,33.94,False,15.77
735,198.997,32.604,133.41,12652.53,71.565,1242.0,39.77,(315),[-27-6328],Other/Random,35.85,"3,1,5","-27,-63,28",False,32.6,False,28.14,False,31.9,False,28.7
736,2.724,23.196,335.78,13665.1,108.363,8028.0,101.1,(307),[924-4],Other/Random,30.86,"3,0,7","9,24,-4",False,23.2,False,39.77,False,21.74,False,26.81
737,28.806,20.03,307.64,14036.4,126.436,10780.0,117.17,(216),[1435-10],Other/Random,29.26,"2,1,6","14,35,-10",False,20.03,False,35.81,False,26.67,False,27.78
738,186.589,41.856,168.54,14518.85,74.205,747.0,30.84,(110),[001],Goss {110}<001>,8.65,"1,1,0","0,0,1",False,41.86,False,31.03,True,7.87,False,37.42
739,344.124,40.992,55.71,15504.06,98.92,4050.0,71.81,(-10-3-12),[58-6],Other/Random,41.3,"-10,-3,-12","5,8,-6",False,40.99,False,25.36,False,44.56,False,27.5
740,192.273,47.722,143.9,2739.48,82.902,2385.0,55.11,(-8-2-9),[-241],Other/Random,29.1,"-8,-2,-9","-2,4,1",False,43.7,False,26.28,False,29.1,False,22.16
741,32.438,41.146,313.59,5627.17,94.372,3051.0,62.33,(271636),[19-5],Other/Random,31.52,"27,16,36","1,9,-5",False,41.15,False,16.43,False,29.02,False,17.19
742,208.401,44.303,127.62,7351.18,75.025,1098.0,37.39,(542863),[-3-128],Other/Random,37.5,"54,28,63","-3,-12,8",False,44.3,False,16.32,False,36.24,False,15.95
743,45.476,57.03,322.66,7382.03,72.867,747.0,30.84,(1-11),[2435-56],Other/Random,37.55,"1,-1,1","24,35,-56",False,53.26,True,2.33,False,37.55,False,23.01
744,17.779,26.319,316.25,8035.63,83.456,2979.0,61.59,(28963),[921-7],Other/Random,32.38,"28,9,63","9,21,-7",False,26.32,False,32.92,False,28.7,False,28.16
745,356.532,30.342,356.98,8425.74,71.618,918.0,34.19,(-40-7),[100],Other/Random,15.89,"-4,0,-7","1,0,0",False,30.34,False,36.19,True,6.26,False,38.95
746,51.258,27.561,315.95,8718.94,82.578,2070.0,51.34,(-6-5-15),[-1535],Other/Random,28.47,"-6,-5,-15","-15,3,5",False,27.56,False,27.46,False,21.48,False,27.69
747,212.598,29.713,165.51,11283.35,81.98,1818.0,48.11,(7414),[3-81],Other/Random,27.27,"7,4,14","3,-8,1",False,29.71,False,26.27,False,21.13,False,25.98
748,148.22,44.321,221.78,11711.31,86.959,5328.0,82.36,(111),[0-21],Other/Random,29.07,"1,1,1","0,-2,1",False,44.32,True,14.44,False,27.75,False,17.27
749,342.311,12.832,32.21,11881.19,77.892,1251.0,39.91,(001),[28-1],Other/Random,19.36,"0,0,1","2,8,-1",True,12.83,False,43.61,False,15.42,False,31.79
750,143.032,17.374,217.98,12468.0,82.473,1503.0,43.75,(-5-4-20),[100],Other/Random,17.4,"-5,-4,-20","1,0,0",False,17.37,False,37.59,True,10.59,False,34.41
751,12.401,23.557,316.36,12564.04,77.592,2781.0,59.51,(27763),[59-3],Other/Random,27.23,"27,7,63","5,9,-3",False,23.56,False,36.47,False,32.58,False,22.65
752,346.144,28.722,53.0,15453.79,105.227,4752.0,77.78,(-40-9-72),[1014-7],Other/Random,29.3,"-40,-9,-72","10,14,-7",False,28.72,False,32.63,False,41.23,False,24.4
753,327.587,54.896,50.82,16160.34,74.678,1089.0,37.24,(-1-11),[101],Other/Random,39.49,"-1,-1,1","1,0,1",False,46.32,True,10.28,False,39.44,True,6.01
754,198.591,21.48,146.71,854.0,65.5,54.0,8.29,(318),[-10-459],Other/Random,25.98,"3,1,8","-10,-45,9",False,21.48,False,36.39,False,17.23,False,33.98
755,197.123,31.959,141.55,1728.21,96.448,4338.0,74.32,(315),[-16-5621],Other/Random,29.95,"3,1,5","-16,-56,21",False,31.96,False,29.32,False,25.34,False,29.33
756,162.523,36.424,175.61,1927.1,98.318,3960.0,71.01,(-45-14-63),[3-80],Other/Random,22.67,"-45,-14,-63","3,-8,0",False,36.42,False,26.56,False,21.17,False,24.12
757,43.421,13.413,299.56,2553.32,76.404,1269.0,40.2,(001),[1863-14],Other/Random,21.64,"0,0,1","18,63,-14",True,13.41,False,41.33,False,19.97,False,30.75
758,198.256,46.365,145.89,2721.09,70.941,306.0,19.74,(313),[-9-7232],Other/Random,24.97,"3,1,3","-9,-72,32",False,46.36,False,22.16,False,24.84,False,21.77
759,338.331,25.903,355.87,3357.08,90.843,1665.0,46.04,(-8-3-18),[-120],Other/Random,31.51,"-8,-3,-18","-1,2,0",False,25.9,False,32.13,False,25.45,False,19.69
760,326.407,41.56,46.39,3438.97,79.103,783.0,31.57,(-3-2-4),[19-5],Other/Random,31.52,"-3,-2,-4","1,9,-5",False,41.56,False,15.64,False,29.04,False,16.69
761,44.101,48.025,312.6,3659.9,82.347,1062.0,36.77,(1-11),[10-1],Other/Random,34.46,"1,-1,1","1,0,-1",False,48.03,True,6.75,False,34.04,True,13.36
762,333.595,22.231,29.68,4423.19,81.493,2025.0,50.78,(-9-4-24),[100],Other/Random,22.47,"-9,-4,-24","1,0,0",False,22.23,False,34.19,True,10.89,False,34.22
763,185.332,21.322,204.24,5577.07,71.581,387.0,22.2,(205),[10-18-3],Other/Random,26.27,"2,0,5","10,-18,-3",False,21.32,False,39.97,False,29.27,False,18.91
764,310.114,11.639,34.32,5970.23,65.769,117.0,12.21,(001),[-56167],Other/Random,19.41,"0,0,1","-56,16,7",True,11.64,False,43.15,False,17.36,False,29.55
765,140.592,49.868,237.51,7314.13,71.0,648.0,28.72,(111),[10-1],Other/Random,37.08,"1,1,1","1,0,-1",False,49.87,True,6.58,False,40.52,True,6.52
766,151.054,45.56,225.73,7551.79,81.572,1746.0,47.15,(-16-9-18),[-5-4024],Other/Random,32.31,"-16,-9,-18","-5,-40,24",False,45.56,False,15.32,False,31.41,False,15.2
767,29.781,43.409,350.29,8862.92,81.6,1935.0,49.64,(15818),[-2456-7],Other/Random,23.83,"15,8,18","-24,56,-7",False,43.41,False,16.09,False,23.6,False,23.23
768,43.585,50.34,320.37,9208.94,68.419,279.0,18.85,(1-11),[-27-4],Other/Random,33.59,"1,-1,1","-2,7,-4",False,50.34,True,4.54,False,33.01,False,19.92
769,196.858,21.616,161.72,9702.9,114.46,9855.0,112.02,(27872),[100],Other/Random,21.66,"27,8,72","1,0,0",False,21.62,False,36.68,True,6.64,False,38.37
770,60.826,50.878,315.34,9831.16,75.475,1251.0,39.91,(1-11),[-27-2036],Other/Random,33.79,"1,-1,1","-27,-20,36",False,47.36,True,13.16,False,42.78,False,25.23
771,132.868,45.227,233.96,10161.18,113.854,6678.0,92.21,(111),[10-1],Other/Random,30.43,"1,1,1","1,0,-1",False,45.23,True,9.65,False,35.15,True,10.24
772,225.862,54.403,127.65,11500.97,77.407,1593.0,45.04,(-111),[101],Other/Random,35.42,"-1,1,1","1,0,1",False,54.3,True,0.78,False,40.88,True,8.15
773,0.693,32.895,343.89,11536.68,75.176,612.0,27.91,(203),[418-3],Other/Random,19.7,"2,0,3","4,18,-3",False,32.89,False,36.67,False,15.53,False,33.09
774,301.623,50.074,48.79,13889.5,74.8,810.0,32.11,(-1-11),[-15-820],Other/Random,30.64,"-1,-1,1","-15,-8,20",False,49.23,True,11.56,False,40.84,False,19.45
775,118.413,52.734,224.97,14265.23,92.609,3726.0,68.88,(111),[3527-45],Other/Random,34.39,"1,1,1","35,27,-45",False,45.58,True,13.5,False,44.52,False,25.59
776,191.402,21.898,149.22,14323.13,84.712,2160.0,52.44,(18545),[-5-153],Other/Random,29.16,"18,5,45","-5,-15,3",False,21.9,False,37.88,False,20.6,False,29.44
777,330.597,43.104,57.45,15681.22,88.162,2394.0,55.21,(-36-20-45),[412-9],Other/Random,41.29,"-36,-20,-45","4,12,-9",False,43.1,False,16.48,False,39.57,False,17.75
778,160.707,43.203,217.25,688.39,102.264,4401.0,74.86,(-8-3-9),[-3-188],Other/Random,26.91,"-8,-3,-9","-3,-18,8",False,43.2,False,22.41,False,26.22,False,21.98
779,225.217,31.379,123.66,1807.32,90.458,4131.0,72.52,(-3-3-7),[81-4],Other/Random,30.21,"-3,-3,-7","8,1,-4",False,31.38,False,23.36,False,26.52,False,20.09
780,227.119,12.367,122.0,3483.88,73.059,306.0,19.74,(001),[100],Other/Random,16.46,"0,0,1","1,0,0",True,12.37,False,42.38,True,14.62,False,35.65
781,212.866,49.499,147.18,5544.09,105.047,4599.0,76.52,(-111),[3-188],Other/Random,26.38,"-1,1,1","3,-18,8",False,49.5,True,10.9,False,26.25,False,22.24
782,109.135,49.673,232.66,7399.2,70.2,135.0,13.11,(-8-3-9),[4027-45],Other/Random,28.38,"-8,-3,-9","40,27,-45",False,43.93,False,20.97,False,46.77,False,24.09
783,11.277,38.069,313.74,8644.29,66.429,63.0,8.96,(49963),[3563-36],Other/Random,39.09,"49,9,63","35,63,-36",False,38.07,False,29.16,False,37.88,False,29.18
784,335.262,31.551,42.96,8899.25,93.89,2124.0,52.0,(-20-9-36),[520-8],Other/Random,30.72,"-20,-9,-36","5,20,-8",False,31.55,False,26.77,False,24.81,False,26.62
785,50.993,46.435,308.55,9027.28,78.0,1269.0,40.2,(1-11),[10-1],Other/Random,29.67,"1,-1,1","1,0,-1",False,46.43,True,9.5,False,35.8,True,13.04
786,156.971,18.31,228.58,9495.86,102.029,4689.0,77.27,(-16-7-56),[-16-369],Other/Random,26.65,"-16,-7,-56","-16,-36,9",False,18.31,False,38.19,False,27.46,False,24.81
787,193.299,38.512,186.98,12101.3,80.571,882.0,33.51,(14318),[3-9-1],Other/Random,20.15,"14,3,18","3,-9,-1",False,38.51,False,27.83,False,19.25,False,26.56
788,320.573,1.413,9.15,12615.47,68.192,234.0,17.26,(001),[110],Rotated Cube {001}<110>,14.79,"0,0,1","1,1,0",True,1.41,False,53.33,False,30.28,True,14.72
789,304.781,11.684,71.6,12716.96,91.393,4302.0,74.01,(001),[-35-107],Other/Random,20.1,"0,0,1","-35,-10,7",True,11.68,False,43.27,False,19.39,False,30.85
790,318.146,37.273,50.47,12767.02,76.071,630.0,28.32,(-8-7-14),[09-5],Other/Random,32.04,"-8,-7,-14","0,9,-5",False,37.27,False,17.6,False,27.92,False,17.24
791,172.653,42.84,204.3,12980.58,87.447,2781.0,59.51,(-64-9-72),[-7-3510],Other/Random,19.79,"-64,-9,-72","-7,-35,10",False,42.84,False,30.36,False,19.52,False,30.2
792,205.524,14.738,174.68,13205.56,80.779,855.0,32.99,(001),[3-80],Other/Random,24.96,"0,0,1","3,-8,0",True,14.74,False,41.05,False,20.42,False,24.66
793,111.008,8.105,219.56,13537.81,114.138,8208.0,102.23,(001),[63-36-7],Other/Random,17.54,"0,0,1","63,-36,-7",True,8.11,False,47.41,False,30.12,False,16.11
794,193.166,18.371,179.72,14560.17,92.05,2529.0,56.75,(319),[100],Other/Random,22.41,"3,1,9","1,0,0",False,18.37,False,39.95,True,12.9,False,32.1
795,25.085,32.052,316.31,14632.67,130.729,11210.0,119.49,(16728),[520-8],Other/Random,31.06,"16,7,28","5,20,-8",False,32.05,False,26.27,False,25.43,False,26.13
796,12.149,29.748,319.68,16575.04,91.188,3114.0,62.97,(40972),[3272-27],Other/Random,34.08,"40,9,72","32,72,-27",False,29.75,False,32.69,False,30.28,False,27.68
797,176.753,13.734,219.15,17014.79,84.23,2466.0,56.03,(001),[110],Other/Random,16.46,"0,0,1","1,1,0",True,13.73,False,45.13,False,36.0,True,13.11
798,120.178,39.917,206.09,17176.39,71.595,333.0,20.59,(537),[40-32-15],Other/Random,41.41,"5,3,7","40,-32,-15",False,39.92,False,18.32,False,42.01,False,17.35
799,357.324,7.982,20.2,17190.79,71.526,171.0,14.76,(001),[130],Other/Random,19.24,"0,0,1","1,3,0",True,7.98,False,49.04,False,17.55,False,27.78
800,62.77,51.817,315.39,641.65,80.162,612.0,27.91,(1-11),[-35-2745],Other/Random,34.37,"1,-1,1","-35,-27,45",False,45.66,True,14.51,False,44.62,False,26.67
801,232.501,52.5,120.99,1661.12,82.315,801.0,31.94,(-111),[101],Other/Random,29.44,"-1,1,1","1,0,1",False,50.99,True,6.44,False,43.33,True,5.55
